#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
   3100      8.62e+00    7.82e+00      3.13e-01    3.17e-01      2.73e-01    2.47e-01    1.0e-03
   3200      6.67e+00    5.08e+00      5.93e-02    5.57e-02      2.11e-01    1.61e-01    1.0e-03
   3300      6.14e+00    5.08e+00      2.96e-02    3.32e-02      1.94e-01    1.60e-01    1.0e-03
   3400      4.50e+00    8.13e+00      2.18e-01    2.21e-01      1.42e-01    2.57e-01    1.0e-03
   3500      5.15e+00    5.70e+00      2.78e-02    2.85e-02      1.63e-01    1.80e-01    1.0e-03
   3600      6.62e+00    6.82e+00      1.04e-01    1.05e-01      2.09e-01    2.16e-01    1.0e-03
   3700      7.18e+00    8.35e+00      4.44e-02    5.61e-02      2.27e-01    2.64e-01    1.0e-03
   3800      5.79e+00    8.54e+00      1.70e-02    1.56e-02      1.83e-01    2.70e-01    1.0e-03
   3900      8.14e+00    8.84e+00      7.57e-02    7.27e-02      2.57e-01    2.79e-01    1.0e-03
   4000      8.12e+00    5.55e+00      8.80e-02    8.75e-02      2.57e-01    1.75e-01    1.0e-03
   4100      5.44e+00    9.22e+00      6.11e-02    5.56e-02      1.72e-01    2.91e-01    1.0e-03
   4200      6.41e+00    6.58e+00      1.59e-01    1.65e-01      2.03e-01    2.08e-01    1.0e-03
   4300      5.23e+00    5.04e+00      8.63e-02    8.22e-02      1.66e-01    1.59e-01    1.0e-03
   4400      1.12e+01    6.89e+00      2.17e-01    2.00e-01      3.54e-01    2.18e-01    1.0e-03
   4500      3.39e+00    6.76e+00      1.22e-02    8.21e-03      1.07e-01    2.14e-01    1.0e-03
   4600      8.78e+00    7.31e+00      6.43e-03    9.39e-03      2.78e-01    2.31e-01    1.0e-03
   4700      6.71e+00    5.80e+00      3.71e-02    3.90e-02      2.12e-01    1.83e-01    1.0e-03
   4800      7.56e+00    4.02e+00      1.35e-01    1.34e-01      2.39e-01    1.27e-01    1.0e-03
   4900      3.02e+00    3.51e+00      3.06e-02    3.07e-02      9.54e-02    1.11e-01    1.0e-03
   5000      3.78e+00    9.16e+00      6.73e-01    6.76e-01      1.22e-01    2.97e-01    9.5e-04
   5100      4.38e+00    4.69e+00      1.91e-01    1.92e-01      1.42e-01    1.52e-01    9.5e-04
   5200      3.78e+00    3.04e+00      7.94e-02    8.12e-02      1.23e-01    9.86e-02    9.5e-04
   5300      7.24e+00    5.16e+00      1.20e-01    1.11e-01      2.35e-01    1.67e-01    9.5e-04
   5400      5.53e+00    8.35e+00      1.55e-01    1.51e-01      1.79e-01    2.71e-01    9.5e-04
   5500      4.76e+00    8.78e+00      1.01e-01    1.17e-01      1.55e-01    2.85e-01    9.5e-04
   5600      3.61e+00    4.33e+00      5.21e-02    5.07e-02      1.17e-01    1.41e-01    9.5e-04
   5700      3.52e+00    4.21e+00      2.16e-01    2.10e-01      1.14e-01    1.36e-01    9.5e-04
   5800      3.36e+00    3.77e+00      2.43e-03    5.96e-03      1.09e-01    1.22e-01    9.5e-04
   5900      4.26e+00    4.97e+00      1.46e-01    1.48e-01      1.38e-01    1.61e-01    9.5e-04
   6000      7.40e+00    6.01e+00      1.43e-01    1.51e-01      2.40e-01    1.95e-01    9.5e-04
   6100      5.29e+00    8.27e+00      1.21e-01    1.28e-01      1.71e-01    2.68e-01    9.5e-04
   6200      3.21e+00    4.43e+00      6.99e-02    6.88e-02      1.04e-01    1.44e-01    9.5e-04
   6300      5.83e+00    5.87e+00      5.71e-02    5.54e-02      1.89e-01    1.90e-01    9.5e-04
   6400      2.74e+00    2.50e+00      3.50e-02    3.49e-02      8.87e-02    8.11e-02    9.5e-04
   6500      5.47e+00    4.76e+00      4.94e-02    4.49e-02      1.77e-01    1.54e-01    9.5e-04
   6600      3.20e+00    3.42e+00      3.73e-02    3.42e-02      1.04e-01    1.11e-01    9.5e-04
   6700      3.11e+00    6.41e+00      2.69e-03    8.77e-03      1.01e-01    2.08e-01    9.5e-04
   6800      4.36e+00    4.55e+00      9.77e-03    1.13e-02      1.41e-01    1.48e-01    9.5e-04
   6900      5.02e+00    7.47e+00      2.54e-02    2.46e-02      1.63e-01    2.42e-01    9.5e-04
   7000      2.48e+00    2.49e+00      1.39e-01    1.39e-01      8.05e-02    8.07e-02    9.5e-04
   7100      4.23e+00    3.10e+00      1.65e-01    1.67e-01      1.37e-01    1.00e-01    9.5e-04
   7200      3.56e+00    3.91e+00      5.99e-02    6.15e-02      1.15e-01    1.27e-01    9.5e-04
   7300      3.58e+00    6.28e+00      2.44e-02    2.93e-02      1.16e-01    2.04e-01    9.5e-04
   7400      9.52e+00    5.60e+00      6.11e-01    6.11e-01      3.08e-01    1.81e-01    9.5e-04
   7500      4.01e+00    5.14e+00      9.27e-02    9.22e-02      1.30e-01    1.67e-01    9.5e-04
   7600      5.02e+00    3.36e+00      5.83e-03    9.28e-03      1.63e-01    1.09e-01    9.5e-04
   7700      9.03e+00    8.46e+00      9.84e-02    1.01e-01      2.93e-01    2.75e-01    9.5e-04
   7800      6.68e+00    6.81e+00      9.65e-02    9.73e-02      2.17e-01    2.21e-01    9.5e-04
   7900      3.10e+00    4.23e+00      1.40e-01    1.38e-01      1.00e-01    1.37e-01    9.5e-04
   8000      4.06e+00    2.95e+00      4.23e-02    4.19e-02      1.32e-01    9.56e-02    9.5e-04
   8100      3.25e+00    3.36e+00      8.71e-02    8.91e-02      1.05e-01    1.09e-01    9.5e-04
   8200      2.03e+00    4.73e+00      8.07e-02    8.10e-02      6.60e-02    1.53e-01    9.5e-04
   8300      3.10e+00    2.17e+00      1.07e-01    1.04e-01      1.01e-01    7.05e-02    9.5e-04
   8400      3.71e+00    2.99e+00      1.41e-01    1.41e-01      1.20e-01    9.69e-02    9.5e-04
   8500      5.54e+00    5.00e+00      2.03e-01    2.04e-01      1.80e-01    1.62e-01    9.5e-04
   8600      3.83e+00    5.09e+00      1.05e-01    1.04e-01      1.24e-01    1.65e-01    9.5e-04
   8700      3.69e+00    2.60e+00      1.49e-01    1.44e-01      1.20e-01    8.44e-02    9.5e-04
   8800      1.16e+00    3.62e+00      6.40e-02    6.55e-02      3.74e-02    1.17e-01    9.5e-04
   8900      4.83e+00    2.38e+00      7.59e-02    7.82e-02      1.57e-01    7.73e-02    9.5e-04
   9000      4.45e+00    3.52e+00      9.68e-02    9.82e-02      1.44e-01    1.14e-01    9.5e-04
   9100      4.29e+00    2.44e+00      4.47e-02    4.21e-02      1.39e-01    7.91e-02    9.5e-04
   9200      1.52e+00    5.83e+00      2.36e-02    2.72e-02      4.94e-02    1.89e-01    9.5e-04
   9300      6.54e+00    7.76e+00      1.58e-01    1.56e-01      2.12e-01    2.52e-01    9.5e-04
   9400      2.06e+00    5.02e+00      2.83e-01    2.83e-01      6.66e-02    1.63e-01    9.5e-04
   9500      4.11e+00    3.34e+00      4.10e-03    4.96e-03      1.33e-01    1.08e-01    9.5e-04
   9600      2.76e+00    5.59e+00      6.64e-02    7.15e-02      8.96e-02    1.81e-01    9.5e-04
   9700      3.38e+00    3.64e+00      1.66e-02    1.61e-02      1.10e-01    1.18e-01    9.5e-04
   9800      4.35e+00    5.34e+00      6.71e-02    5.93e-02      1.41e-01    1.73e-01    9.5e-04
   9900      4.50e+00    4.76e+00      3.83e-02    4.11e-02      1.46e-01    1.54e-01    9.5e-04
  10000      4.21e+00    2.27e+00      1.21e-02    7.11e-03      1.40e-01    7.57e-02    9.0e-04
  10100      3.30e+00    2.95e+00      6.34e-02    6.41e-02      1.10e-01    9.83e-02    9.0e-04
  10200      5.38e+00    4.05e+00      1.28e-02    1.28e-02      1.79e-01    1.35e-01    9.0e-04
  10300      3.67e+00    3.02e+00      9.41e-02    9.50e-02      1.22e-01    1.01e-01    9.0e-04
  10400      7.16e+00    4.05e+00      1.84e-01    1.64e-01      2.38e-01    1.35e-01    9.0e-04
  10500      4.67e+00    4.85e+00      9.93e-02    1.01e-01      1.56e-01    1.61e-01    9.0e-04
  10600      2.80e+00    2.88e+00      2.57e-03    4.75e-03      9.31e-02    9.58e-02    9.0e-04
  10700      3.26e+00    3.36e+00      8.89e-03    8.86e-03      1.09e-01    1.12e-01    9.0e-04
  10800      4.50e+00    2.56e+00      1.71e-02    2.24e-02      1.50e-01    8.51e-02    9.0e-04
  10900      2.22e+00    2.01e+00      7.82e-02    7.69e-02      7.38e-02    6.69e-02    9.0e-04
  11000      3.74e+00    4.05e+00      4.96e-02    4.46e-02      1.24e-01    1.35e-01    9.0e-04
  11100      1.32e+00    1.58e+00      5.97e-03    5.82e-03      4.40e-02    5.25e-02    9.0e-04
  11200      3.49e+00    2.79e+00      5.13e-03    3.23e-03      1.16e-01    9.28e-02    9.0e-04
  11300      3.23e+00    2.21e+00      2.66e-02    2.79e-02      1.07e-01    7.36e-02    9.0e-04
  11400      3.21e+00    3.71e+00      6.43e-02    6.20e-02      1.07e-01    1.23e-01    9.0e-04
  11500      3.11e+00    4.25e+00      1.26e-01    1.31e-01      1.04e-01    1.41e-01    9.0e-04
  11600      2.49e+00    2.57e+00      3.55e-02    3.47e-02      8.29e-02    8.56e-02    9.0e-04
  11700      3.06e+00    1.32e+00      8.23e-02    8.55e-02      1.02e-01    4.40e-02    9.0e-04
  11800      3.40e+00    3.14e+00      1.86e-01    1.86e-01      1.13e-01    1.04e-01    9.0e-04
  11900      1.61e+00    1.37e+00      4.29e-02    4.32e-02      5.36e-02    4.56e-02    9.0e-04
  12000      2.63e+00    3.09e+00      2.34e-01    2.34e-01      8.72e-02    1.03e-01    9.0e-04
  12100      2.15e+00    3.32e+00      1.24e-02    1.30e-02      7.16e-02    1.10e-01    9.0e-04
  12200      2.39e+00    2.25e+00      4.39e-02    4.39e-02      7.96e-02    7.49e-02    9.0e-04
  12300      2.09e+00    2.25e+00      4.40e-02    4.25e-02      6.95e-02    7.50e-02    9.0e-04
  12400      3.20e+00    2.54e+00      2.37e-02    2.70e-02      1.07e-01    8.46e-02    9.0e-04
  12500      3.47e+00    1.52e+00      7.22e-02    7.09e-02      1.15e-01    5.06e-02    9.0e-04
  12600      2.84e+00    2.35e+00      2.86e-02    3.29e-02      9.45e-02    7.83e-02    9.0e-04
  12700      3.62e+00    1.89e+00      3.00e-02    3.27e-02      1.21e-01    6.28e-02    9.0e-04
  12800      2.12e+00    4.86e+00      4.98e-02    4.80e-02      7.05e-02    1.62e-01    9.0e-04
  12900      7.96e+00    8.00e+00      1.34e-01    1.36e-01      2.65e-01    2.66e-01    9.0e-04
  13000      4.31e+00    4.13e+00      7.47e-02    7.31e-02      1.44e-01    1.37e-01    9.0e-04
  13100      4.04e+00    5.76e+00      6.06e-02    5.88e-02      1.34e-01    1.92e-01    9.0e-04
  13200      4.36e+00    3.54e+00      3.04e-03    2.07e-03      1.45e-01    1.18e-01    9.0e-04
  13300      2.65e+00    3.98e+00      2.80e-03    3.64e-03      8.82e-02    1.32e-01    9.0e-04
  13400      3.04e+00    5.69e+00      4.34e-02    3.96e-02      1.01e-01    1.89e-01    9.0e-04
  13500      2.32e+00    2.20e+00      3.83e-02    3.81e-02      7.73e-02    7.33e-02    9.0e-04
  13600      1.73e+00    2.12e+00      2.70e-02    2.66e-02      5.74e-02    7.04e-02    9.0e-04
  13700      7.40e+00    1.15e+00      3.73e-02    3.85e-02      2.46e-01    3.84e-02    9.0e-04
  13800      2.32e+00    5.06e+00      3.57e-02    3.47e-02      7.71e-02    1.68e-01    9.0e-04
  13900      2.89e+00    2.77e+00      8.51e-02    8.17e-02      9.63e-02    9.22e-02    9.0e-04
  14000      2.64e+00    3.63e+00      7.38e-03    7.88e-03      8.80e-02    1.21e-01    9.0e-04
  14100      3.17e+00    5.41e+00      1.08e-01    1.08e-01      1.06e-01    1.80e-01    9.0e-04
  14200      2.57e+00    4.20e+00      9.03e-02    8.98e-02      8.56e-02    1.40e-01    9.0e-04
  14300      3.42e+00    1.88e+00      3.21e-03    1.38e-03      1.14e-01    6.27e-02    9.0e-04
  14400      3.59e+00    1.80e+00      3.81e-02    3.91e-02      1.19e-01    6.00e-02    9.0e-04
  14500      2.19e+00    1.24e+00      1.68e-02    1.84e-02      7.28e-02    4.13e-02    9.0e-04
  14600      3.79e+00    1.38e+00      2.38e-02    2.59e-02      1.26e-01    4.58e-02    9.0e-04
  14700      2.57e+00    2.56e+00      9.15e-03    1.04e-02      8.56e-02    8.52e-02    9.0e-04
  14800      2.26e+00    2.68e+00      1.06e-01    1.06e-01      7.51e-02    8.93e-02    9.0e-04
  14900      3.53e+00    1.70e+00      9.73e-02    9.44e-02      1.17e-01    5.66e-02    9.0e-04
  15000      1.35e+00    1.23e+00      1.42e-02    1.46e-02      4.62e-02    4.19e-02    8.6e-04
  15100      2.64e+00    2.16e+00      7.10e-02    6.89e-02      9.00e-02    7.36e-02    8.6e-04
  15200      2.63e+00    1.81e+00      3.86e-02    3.69e-02      8.98e-02    6.17e-02    8.6e-04
  15300      2.00e+00    1.75e+00      8.19e-02    8.20e-02      6.83e-02    5.98e-02    8.6e-04
  15400      3.18e+00    4.61e+00      2.63e-02    2.71e-02      1.09e-01    1.58e-01    8.6e-04
  15500      4.07e+00    4.48e+00      1.35e-01    1.39e-01      1.39e-01    1.53e-01    8.6e-04
  15600      4.77e+00    5.27e+00      2.45e-02    2.42e-02      1.63e-01    1.80e-01    8.6e-04
  15700      3.21e+00    2.13e+00      6.95e-02    7.33e-02      1.10e-01    7.29e-02    8.6e-04
  15800      3.21e+00    4.02e+00      7.36e-02    7.84e-02      1.10e-01    1.37e-01    8.6e-04
  15900      2.14e+00    1.21e+00      3.47e-02    3.32e-02      7.32e-02    4.14e-02    8.6e-04
  16000      4.33e+00    2.49e+00      8.89e-02    8.92e-02      1.48e-01    8.51e-02    8.6e-04
  16100      4.00e+00    4.01e+00      2.02e-01    2.08e-01      1.36e-01    1.37e-01    8.6e-04
  16200      1.64e+00    1.04e+00      1.47e-02    1.43e-02      5.59e-02    3.56e-02    8.6e-04
  16300      3.17e+00    2.04e+00      5.53e-02    5.34e-02      1.08e-01    6.97e-02    8.6e-04
  16400      3.30e+00    2.40e+00      1.61e-02    2.14e-02      1.13e-01    8.19e-02    8.6e-04
  16500      2.62e+00    1.83e+00      5.87e-02    6.29e-02      8.95e-02    6.24e-02    8.6e-04
  16600      1.80e+00    1.56e+00      8.74e-03    8.78e-03      6.15e-02    5.34e-02    8.6e-04
  16700      1.49e+00    1.61e+00      6.84e-03    5.63e-03      5.10e-02    5.49e-02    8.6e-04
  16800      3.66e+00    2.95e+00      3.52e-02    3.54e-02      1.25e-01    1.01e-01    8.6e-04
  16900      3.12e+00    2.50e+00      3.50e-02    3.62e-02      1.07e-01    8.55e-02    8.6e-04
  17000      3.88e+00    4.63e+00      1.09e-01    1.11e-01      1.33e-01    1.58e-01    8.6e-04
  17100      3.51e+00    3.07e+00      1.45e-01    1.47e-01      1.20e-01    1.05e-01    8.6e-04
  17200      2.32e+00    1.63e+00      3.68e-02    3.56e-02      7.91e-02    5.58e-02    8.6e-04
  17300      2.19e+00    1.19e+00      5.68e-02    5.51e-02      7.48e-02    4.06e-02    8.6e-04
  17400      1.57e+00    2.44e+00      1.19e-02    1.20e-02      5.36e-02    8.32e-02    8.6e-04
  17500      2.73e+00    3.91e+00      4.82e-02    5.31e-02      9.33e-02    1.33e-01    8.6e-04
  17600      6.93e-01    5.05e-01      4.55e-02    4.57e-02      2.36e-02    1.72e-02    8.6e-04
  17700      2.78e+00    2.77e+00      1.13e-02    1.08e-02      9.49e-02    9.45e-02    8.6e-04
  17800      2.36e+00    2.65e+00      3.99e-02    3.80e-02      8.05e-02    9.05e-02    8.6e-04
  17900      2.70e+00    2.10e+00      2.98e-02    2.96e-02      9.22e-02    7.16e-02    8.6e-04
  18000      2.42e+00    1.30e+00      6.28e-02    5.84e-02      8.25e-02    4.45e-02    8.6e-04
  18100      2.21e+00    2.22e+00      4.95e-02    5.09e-02      7.53e-02    7.57e-02    8.6e-04
  18200      2.05e+00    2.11e+00      3.24e-02    3.25e-02      7.02e-02    7.20e-02    8.6e-04
  18300      2.98e+00    1.94e+00      7.74e-02    7.51e-02      1.02e-01    6.63e-02    8.6e-04
  18400      5.12e+00    2.22e+00      1.27e-01    1.32e-01      1.75e-01    7.58e-02    8.6e-04
  18500      1.94e+00    2.53e+00      7.40e-02    7.43e-02      6.62e-02    8.63e-02    8.6e-04
  18600      1.59e+00    4.37e+00      3.01e-02    3.18e-02      5.42e-02    1.49e-01    8.6e-04
  18700      2.32e+00    2.06e+00      3.36e-02    3.35e-02      7.92e-02    7.03e-02    8.6e-04
  18800      1.77e+00    1.57e+00      7.57e-02    7.67e-02      6.03e-02    5.34e-02    8.6e-04
  18900      1.85e+00    1.54e+00      4.95e-02    4.92e-02      6.33e-02    5.26e-02    8.6e-04
  19000      1.02e+00    1.91e+00      6.16e-02    6.10e-02      3.48e-02    6.51e-02    8.6e-04
  19100      1.36e+00    1.61e+00      1.18e-01    1.18e-01      4.64e-02    5.49e-02    8.6e-04
  19200      1.68e+00    1.38e+00      2.54e-02    2.38e-02      5.74e-02    4.71e-02    8.6e-04
  19300      3.18e+00    2.04e+00      1.19e-02    1.34e-02      1.09e-01    6.98e-02    8.6e-04
  19400      2.59e+00    2.09e+00      1.54e-02    1.54e-02      8.84e-02    7.14e-02    8.6e-04
  19500      2.90e+00    3.91e+00      8.82e-03    9.94e-03      9.91e-02    1.33e-01    8.6e-04
  19600      4.37e+00    4.77e+00      1.20e-01    1.17e-01      1.49e-01    1.63e-01    8.6e-04
  19700      1.42e+00    8.35e-01      5.88e-02    5.59e-02      4.83e-02    2.85e-02    8.6e-04
  19800      2.78e+00    1.83e+00      5.46e-03    4.87e-03      9.48e-02    6.26e-02    8.6e-04
  19900      1.47e+00    1.54e+00      6.62e-03    6.21e-03      5.00e-02    5.25e-02    8.6e-04
  20000      1.75e+00    1.86e+00      1.07e-01    1.07e-01      6.10e-02    6.52e-02    8.1e-04
  20100      1.67e+00    1.98e+00      1.81e-02    1.78e-02      5.83e-02    6.95e-02    8.1e-04
  20200      6.93e-01    1.15e+00      1.01e-03    1.56e-03      2.43e-02    4.02e-02    8.1e-04
  20300      1.24e+00    1.20e+00      3.30e-03    3.06e-03      4.34e-02    4.19e-02    8.1e-04
  20400      1.15e+00    1.89e+00      1.16e-02    1.25e-02      4.01e-02    6.62e-02    8.1e-04
  20500      2.62e+00    4.11e+00      2.64e-03    8.75e-03      9.18e-02    1.44e-01    8.1e-04
  20600      1.75e+00    1.27e+00      1.77e-02    1.76e-02      6.12e-02    4.43e-02    8.1e-04
  20700      1.96e+00    1.51e+00      9.57e-02    9.88e-02      6.85e-02    5.29e-02    8.1e-04
  20800      1.77e+00    3.47e+00      3.87e-02    4.89e-02      6.19e-02    1.22e-01    8.1e-04
  20900      1.74e+00    1.85e+00      5.35e-02    5.24e-02      6.08e-02    6.49e-02    8.1e-04
  21000      1.65e+00    1.30e+00      6.28e-02    6.68e-02      5.76e-02    4.55e-02    8.1e-04
  21100      3.20e+00    3.65e+00      1.11e-01    1.13e-01      1.12e-01    1.28e-01    8.1e-04
  21200      2.50e+00    4.10e+00      1.74e-02    2.18e-02      8.77e-02    1.44e-01    8.1e-04
  21300      1.67e+00    1.21e+00      8.28e-03    6.64e-03      5.86e-02    4.23e-02    8.1e-04
  21400      2.90e+00    2.50e+00      1.41e-02    8.86e-03      1.01e-01    8.75e-02    8.1e-04
  21500      2.00e+00    1.17e+00      6.75e-02    6.48e-02      7.00e-02    4.10e-02    8.1e-04
  21600      1.29e+00    2.07e+00      8.38e-02    8.31e-02      4.49e-02    7.23e-02    8.1e-04
  21700      2.25e+00    2.93e+00      5.19e-02    5.81e-02      7.86e-02    1.03e-01    8.1e-04
  21800      1.12e+00    7.61e-01      3.21e-02    3.67e-02      3.92e-02    2.66e-02    8.1e-04
  21900      1.60e+00    3.19e+00      4.52e-02    5.26e-02      5.61e-02    1.12e-01    8.1e-04
  22000      1.46e+00    1.76e+00      1.15e-01    1.14e-01      5.11e-02    6.17e-02    8.1e-04
  22100      3.23e+00    1.57e+00      8.85e-03    8.01e-03      1.13e-01    5.50e-02    8.1e-04
  22200      2.60e+00    1.97e+00      1.88e-02    1.98e-02      9.11e-02    6.91e-02    8.1e-04
  22300      9.04e-01    8.41e-01      3.95e-02    4.00e-02      3.16e-02    2.94e-02    8.1e-04
  22400      2.38e+00    2.45e+00      5.11e-02    5.08e-02      8.32e-02    8.59e-02    8.1e-04
  22500      1.38e+00    1.37e+00      2.29e-02    2.35e-02      4.84e-02    4.79e-02    8.1e-04
  22600      8.84e-01    7.16e-01      2.74e-02    2.76e-02      3.10e-02    2.51e-02    8.1e-04
  22700      2.40e+00    1.92e+00      2.89e-02    2.38e-02      8.41e-02    6.71e-02    8.1e-04
  22800      3.90e+00    1.27e+00      3.42e-02    2.72e-02      1.37e-01    4.45e-02    8.1e-04
  22900      1.37e+00    1.38e+00      5.55e-02    5.52e-02      4.80e-02    4.83e-02    8.1e-04
  23000      1.08e+00    3.23e+00      1.59e-02    1.71e-02      3.77e-02    1.13e-01    8.1e-04
  23100      1.84e+00    1.64e+00      5.45e-02    5.49e-02      6.44e-02    5.74e-02    8.1e-04
  23200      1.97e+00    9.77e-01      5.95e-02    5.39e-02      6.90e-02    3.42e-02    8.1e-04
  23300      9.42e-01    3.22e+00      2.77e-02    2.41e-02      3.30e-02    1.13e-01    8.1e-04
  23400      2.28e+00    1.63e+00      1.90e-02    2.36e-02      7.98e-02    5.72e-02    8.1e-04
  23500      7.47e-01    9.60e-01      1.01e-02    1.01e-02      2.62e-02    3.36e-02    8.1e-04
  23600      1.78e+00    8.42e-01      3.40e-02    3.42e-02      6.23e-02    2.95e-02    8.1e-04
  23700      2.16e+00    1.78e+00      9.00e-02    8.96e-02      7.54e-02    6.24e-02    8.1e-04
  23800      1.47e+00    1.34e+00      2.04e-02    1.90e-02      5.16e-02    4.70e-02    8.1e-04
  23900      1.01e+00    3.31e+00      3.75e-02    4.07e-02      3.54e-02    1.16e-01    8.1e-04
  24000      1.89e+00    1.89e+00      2.40e-02    2.40e-02      6.62e-02    6.64e-02    8.1e-04
  24100      1.17e+00    1.13e+00      2.32e-02    2.31e-02      4.09e-02    3.96e-02    8.1e-04
  24200      1.39e+00    1.66e+00      1.44e-02    1.34e-02      4.87e-02    5.83e-02    8.1e-04
  24300      1.78e+00    1.93e+00      3.28e-02    3.37e-02      6.23e-02    6.78e-02    8.1e-04
  24400      3.12e+00    3.00e+00      1.20e-01    1.26e-01      1.09e-01    1.05e-01    8.1e-04
  24500      1.45e+00    6.84e-01      4.18e-02    4.53e-02      5.08e-02    2.39e-02    8.1e-04
  24600      1.43e+00    9.67e-01      5.27e-02    5.40e-02      5.00e-02    3.38e-02    8.1e-04
  24700      6.40e-01    6.57e-01      8.56e-03    8.46e-03      2.24e-02    2.30e-02    8.1e-04
  24800      2.86e+00    1.36e+00      3.62e-02    3.76e-02      1.00e-01    4.78e-02    8.1e-04
  24900      1.68e+00    1.56e+00      2.14e-02    2.11e-02      5.89e-02    5.45e-02    8.1e-04
  25000      2.06e+00    3.36e+00      3.98e-02    4.30e-02      7.41e-02    1.21e-01    7.7e-04
  25100      1.00e+00    8.98e-01      4.71e-03    5.01e-03      3.60e-02    3.23e-02    7.7e-04
  25200      1.21e+00    1.18e+00      1.39e-03    2.02e-03      4.37e-02    4.23e-02    7.7e-04
  25300      1.81e+00    3.00e+00      7.97e-02    8.35e-02      6.49e-02    1.08e-01    7.7e-04
  25400      2.00e+00    3.05e+00      1.09e-02    1.76e-02      7.18e-02    1.10e-01    7.7e-04
  25500      1.50e+00    2.75e+00      6.12e-02    6.31e-02      5.38e-02    9.88e-02    7.7e-04
  25600      1.43e+00    1.72e+00      1.36e-02    1.33e-02      5.15e-02    6.16e-02    7.7e-04
  25700      1.73e+00    1.62e+00      9.87e-03    1.13e-02      6.21e-02    5.82e-02    7.7e-04
  25800      2.30e+00    2.88e+00      8.19e-02    8.19e-02      8.24e-02    1.03e-01    7.7e-04
  25900      1.86e+00    1.45e+00      4.29e-03    9.90e-04      6.70e-02    5.22e-02    7.7e-04
  26000      1.91e+00    1.99e+00      3.30e-02    3.24e-02      6.88e-02    7.15e-02    7.7e-04
