#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 215200      7.71e-02    6.32e-02      5.36e-04    6.80e-04      7.32e-03    5.99e-03    1.1e-04
 215300      1.24e-01    6.88e-02      2.89e-04    4.79e-04      1.18e-02    6.53e-03    1.1e-04
 215400      5.78e-02    5.43e-02      1.32e-03    1.33e-03      5.48e-03    5.15e-03    1.1e-04
 215500      1.18e-01    6.96e-02      1.25e-03    1.29e-03      1.12e-02    6.60e-03    1.1e-04
 215600      5.80e-02    1.09e-01      2.29e-04    4.56e-04      5.50e-03    1.03e-02    1.1e-04
 215700      9.53e-02    2.03e-01      7.66e-04    6.46e-04      9.04e-03    1.93e-02    1.1e-04
 215800      8.45e-02    6.55e-02      1.30e-03    1.24e-03      8.01e-03    6.20e-03    1.1e-04
 215900      1.39e-01    7.03e-02      2.61e-04    2.22e-04      1.32e-02    6.67e-03    1.1e-04
 216000      8.37e-02    2.08e-01      5.57e-04    1.22e-03      7.94e-03    1.97e-02    1.1e-04
 216100      7.93e-02    1.14e-01      3.17e-04    3.21e-04      7.53e-03    1.08e-02    1.1e-04
 216200      1.03e-01    5.10e-02      1.38e-03    9.75e-04      9.77e-03    4.84e-03    1.1e-04
 216300      3.87e-02    2.08e-01      1.46e-04    1.01e-03      3.68e-03    1.97e-02    1.1e-04
 216400      4.90e-02    1.06e-01      3.47e-04    4.70e-04      4.65e-03    1.01e-02    1.1e-04
 216500      8.88e-02    4.15e-02      1.40e-03    1.22e-03      8.42e-03    3.93e-03    1.1e-04
 216600      1.66e-01    1.54e-01      3.06e-03    3.08e-03      1.57e-02    1.46e-02    1.1e-04
 216700      6.13e-02    1.35e-01      5.74e-04    4.49e-04      5.82e-03    1.28e-02    1.1e-04
 216800      8.36e-02    1.65e-01      7.09e-04    7.29e-04      7.93e-03    1.56e-02    1.1e-04
 216900      7.55e-02    5.49e-02      1.98e-03    1.70e-03      7.15e-03    5.19e-03    1.1e-04
 217000      4.55e-02    1.12e-01      2.09e-04    2.63e-04      4.31e-03    1.06e-02    1.1e-04
 217100      9.83e-02    1.21e-01      9.77e-04    1.15e-03      9.33e-03    1.14e-02    1.1e-04
 217200      6.59e-02    6.73e-02      1.34e-03    1.49e-03      6.25e-03    6.38e-03    1.1e-04
 217300      4.66e-02    4.27e-02      8.99e-04    9.00e-04      4.42e-03    4.04e-03    1.1e-04
 217400      1.21e-01    4.84e-02      3.79e-04    3.46e-04      1.15e-02    4.59e-03    1.1e-04
 217500      7.23e-02    5.01e-02      3.34e-04    2.69e-04      6.86e-03    4.75e-03    1.1e-04
 217600      7.61e-02    4.76e-02      5.66e-04    6.24e-04      7.22e-03    4.51e-03    1.1e-04
 217700      1.46e-01    6.79e-02      2.26e-03    1.08e-03      1.38e-02    6.44e-03    1.1e-04
 217800      8.95e-02    7.19e-02      2.04e-03    1.80e-03      8.48e-03    6.81e-03    1.1e-04
 217900      8.54e-02    4.79e-02      4.41e-04    5.02e-04      8.11e-03    4.54e-03    1.1e-04
 218000      9.42e-02    5.05e-02      2.63e-04    2.32e-04      8.94e-03    4.79e-03    1.1e-04
 218100      4.83e-02    5.44e-02      1.79e-04    1.86e-04      4.58e-03    5.16e-03    1.1e-04
 218200      6.16e-02    4.55e-02      5.72e-04    4.81e-04      5.85e-03    4.31e-03    1.1e-04
 218300      2.66e-01    2.05e-01      3.44e-03    4.75e-03      2.52e-02    1.95e-02    1.1e-04
 218400      1.74e-01    2.24e-01      1.66e-03    2.58e-03      1.65e-02    2.12e-02    1.1e-04
 218500      8.08e-02    4.97e-02      2.01e-04    1.33e-04      7.66e-03    4.72e-03    1.1e-04
 218600      7.35e-02    7.32e-02      1.96e-03    2.00e-03      6.96e-03    6.93e-03    1.1e-04
 218700      7.42e-02    5.11e-02      2.04e-03    1.97e-03      7.02e-03    4.82e-03    1.1e-04
 218800      1.07e-01    1.87e-01      2.74e-04    4.81e-04      1.02e-02    1.78e-02    1.1e-04
 218900      1.13e-01    7.43e-02      7.61e-04    4.79e-04      1.07e-02    7.05e-03    1.1e-04
 219000      4.09e-02    9.83e-02      2.13e-04    2.25e-04      3.88e-03    9.33e-03    1.1e-04
 219100      7.83e-02    6.89e-02      1.30e-03    1.20e-03      7.42e-03    6.53e-03    1.1e-04
 219200      8.22e-02    6.95e-02      1.33e-03    1.09e-03      7.79e-03    6.59e-03    1.1e-04
 219300      1.86e-01    7.57e-02      2.75e-03    2.65e-03      1.77e-02    7.16e-03    1.1e-04
 219400      4.93e-02    4.18e-02      6.72e-04    6.74e-04      4.67e-03    3.96e-03    1.1e-04
 219500      6.38e-02    3.99e-02      3.56e-04    3.22e-04      6.05e-03    3.78e-03    1.1e-04
 219600      5.51e-02    8.20e-02      1.18e-03    1.24e-03      5.22e-03    7.78e-03    1.1e-04
 219700      9.08e-02    7.32e-02      7.84e-04    6.73e-04      8.61e-03    6.94e-03    1.1e-04
 219800      6.01e-02    3.86e-02      3.49e-04    3.82e-04      5.70e-03    3.66e-03    1.1e-04
 219900      5.88e-02    1.84e-01      9.24e-04    9.34e-04      5.57e-03    1.74e-02    1.1e-04
 220000      7.22e-02    5.57e-02      3.02e-04    2.92e-04      7.03e-03    5.42e-03    1.0e-04
 220100      5.26e-02    7.08e-02      1.05e-03    1.05e-03      5.12e-03    6.89e-03    1.0e-04
 220200      7.88e-02    6.56e-02      1.37e-03    1.44e-03      7.66e-03    6.38e-03    1.0e-04
 220300      4.22e-02    5.88e-02      1.35e-03    1.25e-03      4.10e-03    5.72e-03    1.0e-04
 220400      9.35e-02    5.55e-02      3.00e-04    3.04e-04      9.10e-03    5.40e-03    1.0e-04
 220500      5.88e-02    1.69e-01      5.89e-04    6.66e-04      5.72e-03    1.64e-02    1.0e-04
 220600      7.39e-02    5.88e-02      9.94e-04    1.13e-03      7.19e-03    5.71e-03    1.0e-04
 220700      8.92e-02    9.38e-02      3.57e-03    3.38e-03      8.64e-03    9.09e-03    1.0e-04
 220800      7.44e-02    2.03e-01      3.06e-04    6.99e-04      7.24e-03    1.98e-02    1.0e-04
 220900      7.03e-02    4.07e-02      1.06e-04    8.82e-05      6.84e-03    3.96e-03    1.0e-04
 221000      1.03e-01    7.60e-02      9.07e-04    8.00e-04      1.01e-02    7.39e-03    1.0e-04
 221100      2.23e-01    1.15e-01      3.00e-03    1.47e-03      2.17e-02    1.12e-02    1.0e-04
 221200      1.97e-01    2.49e-01      3.16e-03    3.58e-03      1.92e-02    2.42e-02    1.0e-04
 221300      1.21e-01    1.02e-01      6.60e-04    2.98e-04      1.18e-02    9.93e-03    1.0e-04
 221400      1.28e-01    2.15e-01      2.26e-03    3.24e-03      1.24e-02    2.09e-02    1.0e-04
 221500      6.64e-02    4.88e-02      3.08e-04    1.83e-04      6.47e-03    4.75e-03    1.0e-04
 221600      6.83e-02    5.90e-02      9.63e-04    9.36e-04      6.64e-03    5.74e-03    1.0e-04
 221700      1.52e-01    1.12e-01      2.23e-03    2.79e-03      1.48e-02    1.09e-02    1.0e-04
 221800      5.74e-02    4.98e-02      1.19e-03    9.88e-04      5.58e-03    4.84e-03    1.0e-04
 221900      6.69e-02    6.72e-02      2.74e-03    2.77e-03      6.48e-03    6.51e-03    1.0e-04
 222000      1.19e-01    4.31e-02      7.43e-04    8.60e-04      1.16e-02    4.18e-03    1.0e-04
 222100      2.00e-01    9.01e-02      1.51e-03    9.57e-04      1.94e-02    8.77e-03    1.0e-04
 222200      8.44e-02    5.81e-02      1.55e-03    1.54e-03      8.20e-03    5.64e-03    1.0e-04
 222300      1.58e-01    2.02e-01      2.19e-03    2.09e-03      1.54e-02    1.97e-02    1.0e-04
 222400      1.20e-01    1.91e-01      1.08e-03    1.15e-03      1.16e-02    1.86e-02    1.0e-04
 222500      1.37e-01    1.97e-01      1.01e-03    1.02e-03      1.33e-02    1.91e-02    1.0e-04
 222600      1.33e-01    7.38e-02      8.50e-04    5.03e-04      1.29e-02    7.18e-03    1.0e-04
 222700      1.57e-01    3.86e-02      1.41e-03    1.34e-03      1.53e-02    3.74e-03    1.0e-04
 222800      1.03e-01    1.76e-01      3.88e-04    1.13e-03      1.00e-02    1.71e-02    1.0e-04
 222900      7.01e-02    8.06e-02      1.36e-03    1.33e-03      6.82e-03    7.83e-03    1.0e-04
 223000      2.19e-01    2.09e-01      1.18e-02    1.17e-02      2.11e-02    2.01e-02    1.0e-04
 223100      5.13e-02    5.32e-02      1.81e-03    1.78e-03      4.97e-03    5.16e-03    1.0e-04
 223200      6.84e-02    6.59e-02      3.43e-03    3.35e-03      6.61e-03    6.37e-03    1.0e-04
 223300      4.63e-02    4.74e-02      4.23e-04    4.54e-04      4.51e-03    4.61e-03    1.0e-04
 223400      4.54e-02    6.18e-02      7.73e-04    7.88e-04      4.41e-03    6.01e-03    1.0e-04
 223500      6.13e-02    4.25e-02      8.64e-04    9.42e-04      5.96e-03    4.13e-03    1.0e-04
 223600      4.80e-02    4.02e-02      3.58e-04    3.28e-04      4.67e-03    3.91e-03    1.0e-04
 223700      9.17e-02    5.64e-02      1.30e-03    1.36e-03      8.92e-03    5.48e-03    1.0e-04
 223800      5.09e-02    4.28e-02      1.07e-03    1.04e-03      4.94e-03    4.16e-03    1.0e-04
 223900      1.34e-01    1.80e-01      6.42e-04    7.62e-04      1.30e-02    1.75e-02    1.0e-04
 224000      1.94e-01    7.67e-02      1.05e-03    1.20e-03      1.89e-02    7.46e-03    1.0e-04
 224100      8.85e-02    5.31e-02      1.12e-03    9.30e-04      8.61e-03    5.16e-03    1.0e-04
 224200      8.90e-02    5.73e-02      3.44e-04    3.32e-04      8.66e-03    5.57e-03    1.0e-04
 224300      1.06e-01    1.01e-01      5.29e-04    5.09e-04      1.03e-02    9.83e-03    1.0e-04
 224400      6.53e-02    9.20e-02      7.54e-04    7.80e-04      6.35e-03    8.95e-03    1.0e-04
 224500      1.37e-01    3.30e-02      4.27e-04    1.65e-04      1.33e-02    3.21e-03    1.0e-04
 224600      1.80e-01    5.01e-02      1.67e-03    3.13e-03      1.75e-02    4.82e-03    1.0e-04
 224700      9.13e-02    1.20e-01      2.79e-04    3.36e-04      8.88e-03    1.17e-02    1.0e-04
 224800      7.58e-02    1.02e-01      2.76e-04    3.34e-04      7.38e-03    9.91e-03    1.0e-04
 224900      7.77e-02    5.06e-02      1.71e-04    2.38e-04      7.56e-03    4.93e-03    1.0e-04
 225000      9.41e-02    1.54e-01      6.41e-05    1.12e-03      9.39e-03    1.54e-02    9.9e-05
 225100      1.62e-01    7.08e-02      2.41e-03    1.63e-03      1.62e-02    7.06e-03    9.9e-05
 225200      8.03e-02    4.68e-02      1.11e-03    1.00e-03      8.01e-03    4.67e-03    9.9e-05
 225300      4.83e-02    4.37e-02      4.53e-04    4.70e-04      4.81e-03    4.36e-03    9.9e-05
 225400      2.24e-01    8.96e-02      1.85e-03    1.72e-03      2.24e-02    8.94e-03    9.9e-05
 225500      8.10e-02    4.34e-02      1.55e-04    2.02e-04      8.08e-03    4.33e-03    9.9e-05
 225600      9.63e-02    1.13e-01      5.37e-04    6.04e-04      9.61e-03    1.13e-02    9.9e-05
 225700      2.81e-02    1.69e-01      5.22e-04    5.52e-04      2.80e-03    1.68e-02    9.9e-05
 225800      7.80e-02    1.27e-01      1.28e-04    2.48e-04      7.78e-03    1.27e-02    9.9e-05
 225900      9.42e-02    1.90e-01      1.84e-03    1.52e-03      9.39e-03    1.90e-02    9.9e-05
 226000      7.69e-02    1.55e-01      3.34e-04    4.49e-04      7.68e-03    1.55e-02    9.9e-05
 226100      1.92e-01    7.11e-02      5.12e-04    4.17e-04      1.92e-02    7.09e-03    9.9e-05
 226200      2.85e-01    5.15e-02      1.62e-03    1.14e-03      2.85e-02    5.14e-03    9.9e-05
 226300      5.60e-02    8.06e-02      2.62e-04    2.32e-04      5.59e-03    8.05e-03    9.9e-05
 226400      4.39e-02    2.06e-01      1.97e-04    1.01e-03      4.38e-03    2.06e-02    9.9e-05
 226500      1.42e-01    1.24e-01      1.35e-03    1.01e-03      1.42e-02    1.24e-02    9.9e-05
 226600      2.98e-01    9.73e-02      1.80e-03    1.76e-03      2.97e-02    9.71e-03    9.9e-05
 226700      8.18e-02    1.04e-01      1.82e-03    1.74e-03      8.15e-03    1.03e-02    9.9e-05
 226800      7.18e-02    2.00e-01      5.44e-04    1.40e-03      7.16e-03    1.99e-02    9.9e-05
 226900      8.07e-02    1.60e-01      7.47e-04    9.45e-04      8.05e-03    1.60e-02    9.9e-05
 227000      1.22e-01    4.97e-02      4.37e-04    3.35e-04      1.22e-02    4.96e-03    9.9e-05
 227100      3.60e-02    3.29e-02      2.99e-04    2.93e-04      3.60e-03    3.28e-03    9.9e-05
 227200      1.05e-01    6.67e-02      1.52e-03    1.58e-03      1.05e-02    6.65e-03    9.9e-05
 227300      5.90e-02    1.56e-01      4.91e-04    6.06e-04      5.89e-03    1.56e-02    9.9e-05
 227400      3.31e-02    3.44e-02      9.89e-04    1.01e-03      3.30e-03    3.43e-03    9.9e-05
 227500      8.60e-02    4.36e-02      2.27e-04    2.10e-04      8.58e-03    4.35e-03    9.9e-05
 227600      1.16e-01    4.47e-02      1.16e-03    1.29e-03      1.15e-02    4.45e-03    9.9e-05
 227700      5.70e-02    4.89e-02      1.02e-03    9.00e-04      5.69e-03    4.87e-03    9.9e-05
 227800      9.65e-02    5.86e-02      2.14e-04    2.19e-04      9.63e-03    5.85e-03    9.9e-05
 227900      1.27e-01    1.95e-01      4.46e-03    4.40e-03      1.27e-02    1.94e-02    9.9e-05
 228000      9.25e-02    5.79e-02      1.04e-03    1.64e-03      9.23e-03    5.77e-03    9.9e-05
 228100      1.61e-01    6.94e-02      6.42e-04    9.38e-04      1.60e-02    6.92e-03    9.9e-05
 228200      3.45e-02    4.45e-02      1.09e-03    1.09e-03      3.44e-03    4.44e-03    9.9e-05
 228300      1.51e-01    9.16e-02      3.07e-04    3.43e-04      1.51e-02    9.14e-03    9.9e-05
 228400      1.68e-01    1.26e-01      2.77e-03    2.52e-03      1.67e-02    1.25e-02    9.9e-05
 228500      1.09e-01    1.10e-01      2.92e-03    2.86e-03      1.08e-02    1.10e-02    9.9e-05
 228600      7.82e-02    3.44e-02      1.94e-03    1.55e-03      7.79e-03    3.41e-03    9.9e-05
 228700      7.87e-02    4.74e-02      1.72e-03    1.70e-03      7.84e-03    4.72e-03    9.9e-05
 228800      8.57e-02    8.11e-02      7.07e-04    7.46e-04      8.55e-03    8.09e-03    9.9e-05
 228900      1.14e-01    4.96e-02      3.66e-04    2.42e-04      1.14e-02    4.95e-03    9.9e-05
 229000      8.37e-02    7.63e-02      5.66e-03    5.38e-03      8.25e-03    7.51e-03    9.9e-05
 229100      1.55e-01    5.07e-02      3.77e-04    1.28e-04      1.55e-02    5.06e-03    9.9e-05
 229200      6.90e-02    6.53e-02      1.55e-03    1.76e-03      6.88e-03    6.50e-03    9.9e-05
 229300      8.76e-02    5.55e-02      1.68e-03    1.65e-03      8.73e-03    5.53e-03    9.9e-05
 229400      8.73e-02    1.87e-01      4.18e-04    3.74e-04      8.71e-03    1.86e-02    9.9e-05
 229500      4.20e-02    8.30e-02      4.76e-04    4.72e-04      4.19e-03    8.28e-03    9.9e-05
 229600      1.06e-01    7.45e-02      1.85e-03    1.82e-03      1.06e-02    7.42e-03    9.9e-05
 229700      8.01e-02    6.91e-02      1.48e-04    1.72e-04      7.99e-03    6.90e-03    9.9e-05
 229800      4.27e-02    5.27e-02      3.62e-04    3.00e-04      4.26e-03    5.26e-03    9.9e-05
 229900      1.43e-01    1.42e-01      3.86e-03    3.72e-03      1.43e-02    1.42e-02    9.9e-05
 230000      4.54e-02    4.93e-02      3.97e-05    7.04e-05      4.65e-03    5.04e-03    9.4e-05
 230100      6.70e-02    4.14e-02      1.05e-03    1.05e-03      6.86e-03    4.23e-03    9.4e-05
 230200      6.08e-02    1.08e-01      4.05e-04    3.46e-04      6.22e-03    1.11e-02    9.4e-05
 230300      1.59e-01    7.77e-02      6.89e-04    1.35e-03      1.63e-02    7.95e-03    9.4e-05
 230400      7.32e-02    4.11e-02      3.06e-04    2.73e-04      7.50e-03    4.21e-03    9.4e-05
 230500      7.67e-02    1.56e-01      2.45e-03    2.78e-03      7.83e-03    1.60e-02    9.4e-05
 230600      7.31e-02    1.36e-01      3.46e-04    5.67e-04      7.49e-03    1.39e-02    9.4e-05
 230700      6.75e-02    1.54e-01      1.56e-03    1.26e-03      6.90e-03    1.58e-02    9.4e-05
 230800      5.45e-02    3.71e-02      6.09e-04    3.47e-04      5.58e-03    3.80e-03    9.4e-05
 230900      5.83e-02    5.31e-02      3.49e-04    3.13e-04      5.97e-03    5.43e-03    9.4e-05
 231000      1.86e-01    4.81e-02      1.24e-03    4.34e-04      1.91e-02    4.92e-03    9.4e-05
 231100      1.03e-01    6.03e-02      1.84e-03    1.98e-03      1.05e-02    6.15e-03    9.4e-05
 231200      7.02e-02    5.40e-02      5.99e-04    4.67e-04      7.18e-03    5.53e-03    9.4e-05
 231300      2.30e-01    3.10e-01      7.94e-03    5.91e-03      2.35e-02    3.17e-02    9.4e-05
 231400      7.01e-02    1.14e-01      7.00e-04    6.47e-04      7.17e-03    1.16e-02    9.4e-05
 231500      6.44e-02    3.03e-02      1.86e-04    2.25e-04      6.60e-03    3.10e-03    9.4e-05
 231600      1.11e-01    5.24e-02      2.11e-03    2.21e-03      1.14e-02    5.34e-03    9.4e-05
 231700      7.16e-02    9.19e-02      1.39e-03    1.45e-03      7.32e-03    9.40e-03    9.4e-05
 231800      3.38e-01    4.60e-02      2.95e-03    1.33e-03      3.46e-02    4.70e-03    9.4e-05
 231900      1.59e-01    5.02e-02      1.92e-03    2.33e-03      1.62e-02    5.11e-03    9.4e-05
 232000      8.41e-02    6.07e-02      1.46e-03    1.20e-03      8.60e-03    6.21e-03    9.4e-05
 232100      7.19e-02    4.61e-02      6.04e-04    5.60e-04      7.36e-03    4.72e-03    9.4e-05
 232200      1.10e-01    4.34e-02      2.06e-04    1.35e-04      1.13e-02    4.45e-03    9.4e-05
 232300      1.28e-01    1.77e-01      1.69e-03    2.10e-03      1.31e-02    1.81e-02    9.4e-05
 232400      7.66e-02    2.16e-01      6.50e-04    1.38e-03      7.84e-03    2.21e-02    9.4e-05
 232500      1.93e-01    6.19e-02      5.87e-04    1.85e-03      1.98e-02    6.32e-03    9.4e-05
 232600      6.67e-02    4.02e-02      9.30e-04    9.26e-04      6.82e-03    4.11e-03    9.4e-05
 232700      4.86e-02    1.57e-01      6.18e-04    5.18e-04      4.97e-03    1.61e-02    9.4e-05
 232800      6.81e-02    6.00e-02      9.90e-04    9.90e-04      6.97e-03    6.14e-03    9.4e-05
 232900      4.48e-02    8.90e-02      2.64e-04    3.09e-04      4.58e-03    9.11e-03    9.4e-05
 233000      8.22e-02    7.29e-02      1.87e-03    1.97e-03      8.40e-03    7.45e-03    9.4e-05
 233100      1.34e-01    2.18e-01      9.45e-04    1.75e-03      1.38e-02    2.23e-02    9.4e-05
 233200      1.07e-01    9.36e-02      1.16e-03    1.29e-03      1.09e-02    9.58e-03    9.4e-05
 233300      1.28e-01    5.79e-02      1.03e-03    9.49e-04      1.31e-02    5.92e-03    9.4e-05
 233400      5.68e-02    4.52e-02      1.49e-03    1.30e-03      5.80e-03    4.61e-03    9.4e-05
 233500      7.66e-02    1.65e-01      3.07e-04    3.75e-04      7.84e-03    1.69e-02    9.4e-05
 233600      1.05e-01    1.52e-01      3.68e-04    4.95e-04      1.07e-02    1.55e-02    9.4e-05
 233700      6.91e-02    1.67e-01      3.34e-04    7.70e-04      7.08e-03    1.71e-02    9.4e-05
 233800      1.20e-01    1.35e-01      1.11e-03    9.37e-04      1.23e-02    1.38e-02    9.4e-05
 233900      3.72e-02    9.98e-02      1.32e-03    1.18e-03      3.79e-03    1.02e-02    9.4e-05
 234000      1.05e-01    5.28e-02      8.43e-04    7.05e-04      1.07e-02    5.40e-03    9.4e-05
 234100      6.96e-02    6.34e-02      1.83e-03    1.67e-03      7.11e-03    6.48e-03    9.4e-05
 234200      5.50e-02    1.06e-01      4.16e-04    4.07e-04      5.63e-03    1.09e-02    9.4e-05
 234300      6.60e-02    4.98e-02      3.65e-04    3.04e-04      6.75e-03    5.10e-03    9.4e-05
 234400      1.25e-01    7.41e-02      9.62e-04    1.16e-03      1.28e-02    7.59e-03    9.4e-05
 234500      4.59e-02    5.34e-02      5.84e-04    5.97e-04      4.69e-03    5.47e-03    9.4e-05
 234600      5.43e-02    5.52e-02      1.22e-03    1.30e-03      5.55e-03    5.65e-03    9.4e-05
 234700      4.63e-02    4.11e-02      5.56e-04    4.81e-04      4.73e-03    4.21e-03    9.4e-05
 234800      9.41e-02    8.45e-02      1.85e-03    1.76e-03      9.63e-03    8.64e-03    9.4e-05
 234900      4.21e-02    4.85e-02      5.93e-04    5.84e-04      4.31e-03    4.96e-03    9.4e-05
 235000      1.95e-01    5.28e-02      1.43e-03    7.52e-04      2.04e-02    5.54e-03    9.0e-05
 235100      5.20e-02    6.28e-02      2.43e-04    3.09e-04      5.46e-03    6.59e-03    9.0e-05
 235200      3.28e-01    1.00e-01      1.66e-03    1.77e-03      3.44e-02    1.05e-02    9.0e-05
 235300      6.14e-02    1.44e-01      6.09e-04    5.09e-04      6.44e-03    1.51e-02    9.0e-05
 235400      4.45e-02    4.77e-02      2.72e-05    8.87e-05      4.68e-03    5.01e-03    9.0e-05
 235500      1.07e-01    1.11e-01      2.06e-03    1.88e-03      1.12e-02    1.16e-02    9.0e-05
 235600      3.42e-02    3.87e-02      3.50e-04    3.45e-04      3.59e-03    4.06e-03    9.0e-05
 235700      3.46e-02    4.50e-02      1.35e-03    1.34e-03      3.61e-03    4.71e-03    9.0e-05
 235800      6.00e-02    5.11e-02      1.10e-04    9.81e-05      6.30e-03    5.36e-03    9.0e-05
 235900      5.46e-02    1.52e-01      9.90e-05    4.42e-04      5.73e-03    1.60e-02    9.0e-05
 236000      1.27e-01    5.94e-02      7.41e-04    1.07e-03      1.34e-02    6.23e-03    9.0e-05
 236100      5.68e-02    5.43e-02      2.66e-04    2.68e-04      5.96e-03    5.71e-03    9.0e-05
 236200      1.21e-01    1.55e-01      4.46e-04    3.95e-04      1.28e-02    1.63e-02    9.0e-05
 236300      1.02e-01    7.70e-02      1.25e-03    1.38e-03      1.08e-02    8.08e-03    9.0e-05
 236400      4.23e-02    4.41e-02      6.46e-04    6.83e-04      4.43e-03    4.63e-03    9.0e-05
 236500      4.42e-02    5.97e-02      4.05e-04    4.06e-04      4.64e-03    6.27e-03    9.0e-05
 236600      6.65e-02    4.99e-02      6.09e-04    4.49e-04      6.98e-03    5.24e-03    9.0e-05
 236700      6.66e-02    8.59e-02      1.29e-03    9.11e-04      6.98e-03    9.01e-03    9.0e-05
 236800      4.05e-02    4.47e-02      1.29e-03    1.30e-03      4.24e-03    4.68e-03    9.0e-05
 236900      8.05e-02    3.95e-02      3.91e-04    6.07e-05      8.45e-03    4.14e-03    9.0e-05
 237000      1.41e-01    5.34e-02      1.06e-03    1.12e-03      1.48e-02    5.60e-03    9.0e-05
 237100      6.40e-02    1.58e-01      2.83e-03    2.41e-03      6.68e-03    1.66e-02    9.0e-05
 237200      4.94e-02    3.47e-02      6.05e-05    1.27e-04      5.19e-03    3.65e-03    9.0e-05
 237300      1.03e-01    1.79e-01      2.95e-03    2.50e-03      1.07e-02    1.88e-02    9.0e-05
 237400      1.12e-01    1.23e-01      4.52e-03    4.65e-03      1.17e-02    1.29e-02    9.0e-05
 237500      9.52e-02    5.82e-02      8.23e-04    5.91e-05      9.99e-03    6.11e-03    9.0e-05
 237600      6.68e-02    4.26e-02      1.43e-03    1.48e-03      7.01e-03    4.45e-03    9.0e-05
 237700      4.49e-02    9.00e-02      1.46e-03    1.40e-03      4.70e-03    9.44e-03    9.0e-05
 237800      2.97e-02    4.84e-02      9.39e-04    9.58e-04      3.11e-03    5.08e-03    9.0e-05
 237900      6.80e-02    4.97e-02      7.57e-04    7.77e-04      7.14e-03    5.22e-03    9.0e-05
 238000      7.42e-02    6.20e-02      5.75e-04    6.44e-04      7.79e-03    6.51e-03    9.0e-05
 238100      9.69e-02    1.96e-01      2.04e-04    6.26e-04      1.02e-02    2.06e-02    9.0e-05
 238200      1.14e-01    4.46e-02      4.27e-04    5.69e-04      1.20e-02    4.69e-03    9.0e-05
 238300      3.90e-02    3.74e-02      8.14e-04    8.83e-04      4.09e-03    3.92e-03    9.0e-05
 238400      3.28e-02    7.88e-02      9.85e-04    8.79e-04      3.44e-03    8.27e-03    9.0e-05
 238500      1.07e-01    4.24e-02      2.01e-04    7.82e-05      1.12e-02    4.45e-03    9.0e-05
 238600      1.39e-01    6.80e-02      1.58e-03    7.85e-04      1.46e-02    7.13e-03    9.0e-05
 238700      3.24e-02    3.26e-02      3.98e-04    4.02e-04      3.40e-03    3.42e-03    9.0e-05
 238800      1.09e-01    1.59e-01      6.98e-04    7.35e-04      1.15e-02    1.67e-02    9.0e-05
 238900      8.25e-02    5.02e-02      1.19e-03    1.23e-03      8.65e-03    5.26e-03    9.0e-05
 239000      7.92e-02    1.07e-01      2.62e-03    2.46e-03      8.29e-03    1.12e-02    9.0e-05
 239100      1.56e-01    4.49e-02      6.44e-05    1.30e-04      1.63e-02    4.72e-03    9.0e-05
 239200      7.69e-02    5.32e-02      2.38e-03    2.36e-03      8.06e-03    5.55e-03    9.0e-05
 239300      4.29e-02    3.29e-02      7.08e-04    6.26e-04      4.50e-03    3.46e-03    9.0e-05
 239400      4.79e-02    4.36e-02      2.51e-04    2.91e-04      5.03e-03    4.57e-03    9.0e-05
 239500      6.50e-02    9.56e-02      2.71e-03    2.50e-03      6.79e-03    1.00e-02    9.0e-05
 239600      1.49e-01    1.47e-01      2.62e-03    2.42e-03      1.56e-02    1.54e-02    9.0e-05
 239700      2.91e-02    1.42e-01      1.90e-04    3.26e-04      3.05e-03    1.49e-02    9.0e-05
 239800      6.88e-02    8.62e-02      1.65e-03    1.64e-03      7.21e-03    9.04e-03    9.0e-05
 239900      1.09e-01    8.14e-02      1.19e-03    1.24e-03      1.14e-02    8.54e-03    9.0e-05
 240000      8.33e-02    4.82e-02      2.23e-03    2.09e-03      8.95e-03    5.17e-03    8.5e-05
 240100      6.71e-02    5.49e-02      2.02e-03    2.06e-03      7.21e-03    5.89e-03    8.5e-05
 240200      3.73e-02    1.47e-01      1.34e-03    1.17e-03      4.00e-03    1.58e-02    8.5e-05
 240300      9.58e-02    4.41e-02      2.50e-04    2.80e-04      1.03e-02    4.75e-03    8.5e-05
 240400      4.08e-02    3.76e-02      1.56e-04    2.51e-04      4.39e-03    4.05e-03    8.5e-05
 240500      4.30e-02    4.17e-02      6.59e-04    6.56e-04      4.62e-03    4.49e-03    8.5e-05
 240600      6.71e-02    3.64e-02      3.70e-04    3.41e-04      7.23e-03    3.92e-03    8.5e-05
 240700      7.02e-02    4.09e-02      9.75e-04    9.57e-04      7.56e-03    4.39e-03    8.5e-05
 240800      7.16e-02    1.79e-01      3.84e-04    5.54e-04      7.71e-03    1.92e-02    8.5e-05
 240900      4.29e-02    4.18e-02      1.56e-04    2.31e-04      4.62e-03    4.50e-03    8.5e-05
 241000      9.40e-02    4.94e-02      1.70e-04    2.45e-04      1.01e-02    5.32e-03    8.5e-05
 241100      5.58e-02    3.41e-02      5.43e-04    4.52e-04      6.01e-03    3.67e-03    8.5e-05
 241200      1.63e-01    1.54e-01      1.13e-02    1.16e-02      1.73e-02    1.64e-02    8.5e-05
 241300      6.04e-02    3.78e-02      4.07e-04    5.39e-04      6.50e-03    4.07e-03    8.5e-05
