#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
   4200      1.85e+00    2.44e+00      6.84e-02    6.83e-02      5.84e-02    7.70e-02    1.0e-03
   4300      4.41e+00    3.59e+00      1.22e-01    1.22e-01      1.39e-01    1.14e-01    1.0e-03
   4400      2.56e+00    2.31e+00      5.71e-02    5.71e-02      8.09e-02    7.30e-02    1.0e-03
   4500      4.31e+00    5.28e+00      2.48e-02    2.82e-02      1.36e-01    1.67e-01    1.0e-03
   4600      1.88e+00    2.67e+00      7.05e-02    7.03e-02      5.94e-02    8.46e-02    1.0e-03
   4700      3.23e+00    3.35e+00      7.45e-02    7.28e-02      1.02e-01    1.06e-01    1.0e-03
   4800      3.91e+00    2.63e+00      7.82e-02    7.80e-02      1.24e-01    8.33e-02    1.0e-03
   4900      7.85e+00    4.68e+00      7.15e-02    7.88e-02      2.48e-01    1.48e-01    1.0e-03
   5000      4.66e+00    3.76e+00      1.01e-01    1.02e-01      1.51e-01    1.22e-01    9.5e-04
   5100      3.49e+00    3.07e+00      1.02e-01    1.02e-01      1.13e-01    9.95e-02    9.5e-04
   5200      2.69e+00    2.06e+00      1.16e-01    1.17e-01      8.71e-02    6.69e-02    9.5e-04
   5300      4.35e+00    4.16e+00      1.72e-01    1.71e-01      1.41e-01    1.35e-01    9.5e-04
   5400      3.27e+00    2.33e+00      4.99e-02    4.99e-02      1.06e-01    7.55e-02    9.5e-04
   5500      2.34e+00    2.11e+00      5.10e-02    5.17e-02      7.60e-02    6.85e-02    9.5e-04
   5600      4.00e+00    4.23e+00      1.21e-02    1.46e-02      1.30e-01    1.37e-01    9.5e-04
   5700      1.69e+00    1.56e+00      7.07e-02    7.09e-02      5.47e-02    5.06e-02    9.5e-04
   5800      4.67e+00    4.33e+00      4.11e-02    3.99e-02      1.52e-01    1.40e-01    9.5e-04
   5900      3.81e+00    3.13e+00      1.04e-01    1.06e-01      1.24e-01    1.02e-01    9.5e-04
   6000      2.50e+00    3.67e+00      2.89e-02    2.66e-02      8.10e-02    1.19e-01    9.5e-04
   6100      2.42e+00    2.07e+00      2.60e-02    2.57e-02      7.85e-02    6.71e-02    9.5e-04
   6200      3.58e+00    2.80e+00      5.63e-02    5.82e-02      1.16e-01    9.09e-02    9.5e-04
   6300      1.35e+00    1.58e+00      4.72e-02    4.73e-02      4.37e-02    5.12e-02    9.5e-04
   6400      1.98e+00    1.45e+00      8.63e-03    9.03e-03      6.42e-02    4.69e-02    9.5e-04
   6500      1.65e+00    1.88e+00      2.60e-02    2.68e-02      5.36e-02    6.10e-02    9.5e-04
   6600      3.34e+00    3.56e+00      7.58e-02    7.48e-02      1.08e-01    1.15e-01    9.5e-04
   6700      3.00e+00    3.51e+00      2.35e-03    4.59e-03      9.75e-02    1.14e-01    9.5e-04
   6800      2.35e+00    2.76e+00      4.80e-02    4.66e-02      7.63e-02    8.95e-02    9.5e-04
   6900      2.48e+00    2.47e+00      1.18e-01    1.19e-01      8.05e-02    8.02e-02    9.5e-04
   7000      4.23e+00    3.18e+00      5.63e-02    5.43e-02      1.37e-01    1.03e-01    9.5e-04
   7100      2.48e+00    3.61e+00      1.15e-01    1.14e-01      8.06e-02    1.17e-01    9.5e-04
   7200      3.85e+00    3.94e+00      3.90e-02    3.98e-02      1.25e-01    1.28e-01    9.5e-04
   7300      2.80e+00    1.23e+00      3.13e-02    3.01e-02      9.07e-02    3.99e-02    9.5e-04
   7400      1.66e+00    1.98e+00      4.28e-02    4.34e-02      5.38e-02    6.43e-02    9.5e-04
   7500      6.27e+00    5.74e+00      1.55e-01    1.53e-01      2.04e-01    1.86e-01    9.5e-04
   7600      2.45e+00    2.52e+00      1.54e-02    1.59e-02      7.95e-02    8.17e-02    9.5e-04
   7700      1.49e+00    2.65e+00      1.82e-02    1.69e-02      4.84e-02    8.61e-02    9.5e-04
   7800      1.75e+00    1.98e+00      1.58e-01    1.59e-01      5.67e-02    6.40e-02    9.5e-04
   7900      2.34e+00    2.24e+00      1.04e-01    1.05e-01      7.58e-02    7.26e-02    9.5e-04
   8000      1.44e+00    2.15e+00      1.70e-01    1.70e-01      4.66e-02    6.97e-02    9.5e-04
   8100      3.05e+00    2.73e+00      1.24e-03    1.55e-03      9.89e-02    8.84e-02    9.5e-04
   8200      4.38e+00    3.37e+00      1.34e-01    1.32e-01      1.42e-01    1.09e-01    9.5e-04
   8300      1.36e+00    2.08e+00      1.06e-02    1.08e-02      4.40e-02    6.73e-02    9.5e-04
   8400      1.59e+00    1.52e+00      1.19e-01    1.19e-01      5.15e-02    4.94e-02    9.5e-04
   8500      2.36e+00    2.25e+00      3.53e-02    3.51e-02      7.67e-02    7.29e-02    9.5e-04
   8600      1.72e+00    1.43e+00      4.35e-02    4.38e-02      5.58e-02    4.65e-02    9.5e-04
   8700      1.22e+00    1.02e+00      8.16e-02    8.13e-02      3.97e-02    3.29e-02    9.5e-04
   8800      3.69e+00    3.67e+00      9.53e-02    9.54e-02      1.20e-01    1.19e-01    9.5e-04
   8900      1.81e+00    1.82e+00      8.34e-02    8.31e-02      5.86e-02    5.90e-02    9.5e-04
   9000      2.69e+00    1.16e+00      6.70e-03    6.70e-03      8.72e-02    3.75e-02    9.5e-04
   9100      1.15e+00    9.02e-01      9.55e-04    1.40e-03      3.73e-02    2.93e-02    9.5e-04
   9200      1.45e+00    1.33e+00      2.14e-02    2.13e-02      4.69e-02    4.31e-02    9.5e-04
   9300      3.18e+00    3.86e+00      6.50e-02    6.50e-02      1.03e-01    1.25e-01    9.5e-04
   9400      2.70e+00    3.32e+00      7.34e-03    8.31e-03      8.77e-02    1.08e-01    9.5e-04
   9500      1.13e+00    1.94e+00      7.97e-02    7.98e-02      3.65e-02    6.29e-02    9.5e-04
   9600      1.94e+00    1.82e+00      1.24e-01    1.24e-01      6.27e-02    5.90e-02    9.5e-04
   9700      1.83e+00    1.95e+00      8.77e-02    8.71e-02      5.94e-02    6.31e-02    9.5e-04
   9800      1.80e+00    1.00e+00      1.17e-01    1.18e-01      5.83e-02    3.25e-02    9.5e-04
   9900      1.70e+00    1.53e+00      2.79e-02    2.71e-02      5.53e-02    4.97e-02    9.5e-04
  10000      1.11e+00    1.87e+00      5.45e-02    5.46e-02      3.70e-02    6.23e-02    9.0e-04
  10100      2.56e+00    2.19e+00      8.07e-02    8.13e-02      8.50e-02    7.28e-02    9.0e-04
  10200      1.78e+00    1.48e+00      6.95e-02    6.92e-02      5.92e-02    4.93e-02    9.0e-04
  10300      1.42e+00    1.22e+00      1.31e-02    1.34e-02      4.73e-02    4.05e-02    9.0e-04
  10400      2.05e+00    2.65e+00      2.39e-02    2.46e-02      6.83e-02    8.82e-02    9.0e-04
  10500      1.25e+00    6.93e-01      2.35e-02    2.35e-02      4.17e-02    2.31e-02    9.0e-04
  10600      1.50e+00    1.02e+00      3.94e-03    3.67e-03      4.99e-02    3.41e-02    9.0e-04
  10700      6.17e-01    1.25e+00      8.04e-02    8.06e-02      2.04e-02    4.15e-02    9.0e-04
  10800      1.62e+00    2.03e+00      3.58e-02    3.62e-02      5.38e-02    6.75e-02    9.0e-04
  10900      2.10e+00    1.90e+00      2.52e-01    2.51e-01      6.94e-02    6.29e-02    9.0e-04
  11000      1.17e+00    1.40e+00      5.77e-02    5.72e-02      3.90e-02    4.66e-02    9.0e-04
  11100      1.96e+00    1.73e+00      3.20e-02    3.26e-02      6.53e-02    5.77e-02    9.0e-04
  11200      2.47e+00    2.11e+00      1.56e-02    1.81e-02      8.21e-02    7.02e-02    9.0e-04
  11300      1.72e+00    1.21e+00      2.67e-02    2.69e-02      5.72e-02    4.02e-02    9.0e-04
  11400      2.70e+00    2.70e+00      3.22e-02    3.16e-02      8.98e-02    8.98e-02    9.0e-04
  11500      9.82e-01    9.04e-01      5.00e-02    5.02e-02      3.27e-02    3.00e-02    9.0e-04
  11600      5.92e-01    4.82e-01      9.72e-02    9.71e-02      1.95e-02    1.58e-02    9.0e-04
  11700      2.07e+00    2.22e+00      1.96e-03    1.61e-03      6.88e-02    7.39e-02    9.0e-04
  11800      1.03e+00    9.18e-01      6.25e-02    6.22e-02      3.42e-02    3.05e-02    9.0e-04
  11900      1.04e+00    7.19e-01      2.91e-02    2.88e-02      3.47e-02    2.39e-02    9.0e-04
  12000      1.19e+00    1.10e+00      2.13e-02    2.11e-02      3.95e-02    3.65e-02    9.0e-04
  12100      3.19e+00    3.07e+00      5.72e-03    5.07e-03      1.06e-01    1.02e-01    9.0e-04
  12200      2.47e+00    2.02e+00      5.72e-02    5.64e-02      8.22e-02    6.73e-02    9.0e-04
  12300      1.27e+00    1.50e+00      1.69e-02    1.73e-02      4.22e-02    4.98e-02    9.0e-04
  12400      1.90e+00    1.70e+00      5.24e-02    5.24e-02      6.32e-02    5.65e-02    9.0e-04
  12500      9.63e-01    1.04e+00      1.15e-02    1.17e-02      3.21e-02    3.47e-02    9.0e-04
  12600      1.96e+00    2.12e+00      6.59e-02    6.56e-02      6.52e-02    7.04e-02    9.0e-04
  12700      2.47e+00    2.51e+00      4.07e-02    4.17e-02      8.24e-02    8.35e-02    9.0e-04
  12800      1.91e+00    9.02e-01      1.88e-02    1.98e-02      6.37e-02    3.00e-02    9.0e-04
  12900      1.19e+00    1.18e+00      8.90e-03    9.65e-03      3.97e-02    3.92e-02    9.0e-04
  13000      1.67e+00    1.86e+00      1.67e-02    1.59e-02      5.57e-02    6.20e-02    9.0e-04
  13100      1.19e+00    1.18e+00      3.96e-02    3.97e-02      3.97e-02    3.94e-02    9.0e-04
  13200      1.85e+00    1.50e+00      1.37e-02    1.43e-02      6.17e-02    4.99e-02    9.0e-04
  13300      2.10e+00    1.85e+00      1.65e-02    1.54e-02      6.98e-02    6.15e-02    9.0e-04
  13400      2.24e+00    2.08e+00      5.46e-02    5.44e-02      7.46e-02    6.92e-02    9.0e-04
  13500      8.15e-01    7.08e-01      1.33e-01    1.33e-01      2.69e-02    2.33e-02    9.0e-04
  13600      9.05e-01    1.57e+00      9.74e-02    9.74e-02      3.00e-02    5.23e-02    9.0e-04
  13700      2.16e+00    1.85e+00      9.25e-02    9.25e-02      7.18e-02    6.17e-02    9.0e-04
  13800      1.73e+00    1.96e+00      8.40e-02    8.50e-02      5.74e-02    6.53e-02    9.0e-04
  13900      1.81e+00    2.11e+00      3.58e-02    3.67e-02      6.02e-02    7.01e-02    9.0e-04
  14000      2.39e+00    2.46e+00      3.81e-02    3.71e-02      7.96e-02    8.19e-02    9.0e-04
  14100      8.38e-01    1.73e+00      9.35e-03    9.87e-03      2.79e-02    5.77e-02    9.0e-04
  14200      1.29e+00    1.80e+00      8.91e-02    8.85e-02      4.30e-02    6.00e-02    9.0e-04
  14300      1.52e+00    1.36e+00      8.73e-03    8.92e-03      5.05e-02    4.52e-02    9.0e-04
  14400      1.31e+00    1.77e+00      1.70e-01    1.71e-01      4.34e-02    5.88e-02    9.0e-04
  14500      7.77e-01    6.74e-01      1.34e-01    1.34e-01      2.56e-02    2.21e-02    9.0e-04
  14600      1.47e+00    9.50e-01      1.41e-01    1.40e-01      4.89e-02    3.14e-02    9.0e-04
  14700      1.08e+00    6.89e-01      1.19e-02    1.20e-02      3.60e-02    2.29e-02    9.0e-04
  14800      5.34e-01    1.51e+00      1.08e-01    1.08e-01      1.75e-02    5.02e-02    9.0e-04
  14900      2.50e+00    2.19e+00      4.36e-02    4.45e-02      8.32e-02    7.30e-02    9.0e-04
  15000      1.37e+00    7.43e-01      9.15e-03    8.98e-03      4.68e-02    2.54e-02    8.6e-04
  15100      8.76e-01    8.85e-01      2.08e-02    2.08e-02      2.99e-02    3.02e-02    8.6e-04
  15200      9.55e-01    5.53e-01      6.61e-02    6.56e-02      3.25e-02    1.87e-02    8.6e-04
  15300      9.21e-01    1.45e+00      6.83e-03    7.14e-03      3.15e-02    4.95e-02    8.6e-04
  15400      1.50e+00    1.57e+00      5.31e-02    5.37e-02      5.12e-02    5.35e-02    8.6e-04
  15500      3.08e+00    2.45e+00      3.01e-02    2.90e-02      1.05e-01    8.38e-02    8.6e-04
  15600      1.16e+00    8.11e-01      7.94e-02    7.99e-02      3.94e-02    2.76e-02    8.6e-04
  15700      2.42e+00    1.12e+00      7.44e-02    7.45e-02      8.26e-02    3.81e-02    8.6e-04
  15800      1.03e+00    1.02e+00      3.42e-02    3.43e-02      3.50e-02    3.49e-02    8.6e-04
  15900      1.43e+00    9.66e-01      5.33e-02    5.30e-02      4.86e-02    3.29e-02    8.6e-04
  16000      8.57e-01    9.32e-01      3.40e-02    3.44e-02      2.92e-02    3.18e-02    8.6e-04
  16100      8.54e-01    1.01e+00      6.46e-05    2.90e-04      2.92e-02    3.45e-02    8.6e-04
  16200      6.46e-01    1.49e+00      4.83e-02    4.82e-02      2.20e-02    5.09e-02    8.6e-04
  16300      9.11e-01    1.57e+00      4.27e-02    4.30e-02      3.11e-02    5.37e-02    8.6e-04
  16400      1.18e+00    1.37e+00      4.92e-02    4.94e-02      4.04e-02    4.67e-02    8.6e-04
  16500      6.90e-01    6.78e-01      2.38e-02    2.40e-02      2.36e-02    2.31e-02    8.6e-04
  16600      9.47e-01    1.60e+00      2.17e-02    2.24e-02      3.23e-02    5.46e-02    8.6e-04
  16700      1.23e+00    1.30e+00      1.97e-02    1.96e-02      4.20e-02    4.44e-02    8.6e-04
  16800      9.88e-01    1.15e+00      3.64e-02    3.61e-02      3.37e-02    3.93e-02    8.6e-04
  16900      1.31e+00    1.61e+00      1.14e-01    1.14e-01      4.46e-02    5.47e-02    8.6e-04
  17000      1.67e+00    1.36e+00      1.31e-02    1.26e-02      5.69e-02    4.65e-02    8.6e-04
  17100      4.05e-01    1.44e+00      6.20e-03    5.78e-03      1.38e-02    4.93e-02    8.6e-04
  17200      1.18e+00    5.18e-01      2.26e-02    2.27e-02      4.03e-02    1.77e-02    8.6e-04
  17300      1.69e+00    1.47e+00      2.27e-02    2.20e-02      5.76e-02    5.03e-02    8.6e-04
  17400      1.19e+00    9.02e-01      8.04e-03    8.04e-03      4.06e-02    3.08e-02    8.6e-04
  17500      1.04e+00    9.40e-01      7.85e-02    7.87e-02      3.54e-02    3.20e-02    8.6e-04
  17600      1.61e+00    1.67e+00      2.00e-02    2.02e-02      5.51e-02    5.69e-02    8.6e-04
  17700      1.17e+00    1.02e+00      2.36e-02    2.37e-02      4.01e-02    3.49e-02    8.6e-04
  17800      1.43e+00    1.44e+00      5.97e-02    6.02e-02      4.87e-02    4.91e-02    8.6e-04
  17900      9.44e-01    1.62e+00      4.14e-02    4.04e-02      3.22e-02    5.53e-02    8.6e-04
  18000      5.82e-01    6.13e-01      2.83e-02    2.82e-02      1.99e-02    2.09e-02    8.6e-04
  18100      1.71e+00    1.70e+00      6.22e-02    6.26e-02      5.84e-02    5.79e-02    8.6e-04
  18200      1.47e+00    1.22e+00      3.74e-02    3.76e-02      5.00e-02    4.16e-02    8.6e-04
  18300      3.10e+00    3.25e+00      4.53e-02    4.55e-02      1.06e-01    1.11e-01    8.6e-04
  18400      7.57e-01    6.94e-01      1.90e-01    1.90e-01      2.50e-02    2.28e-02    8.6e-04
  18500      8.32e-01    1.34e+00      6.50e-02    6.47e-02      2.83e-02    4.56e-02    8.6e-04
  18600      1.26e+00    1.25e+00      2.88e-02    2.95e-02      4.31e-02    4.28e-02    8.6e-04
  18700      1.50e+00    2.05e+00      1.32e-02    1.29e-02      5.14e-02    7.00e-02    8.6e-04
  18800      1.38e+00    1.35e+00      2.33e-02    2.39e-02      4.73e-02    4.62e-02    8.6e-04
  18900      5.35e-01    4.51e-01      1.79e-02    1.80e-02      1.82e-02    1.54e-02    8.6e-04
  19000      1.02e+00    6.05e-01      6.45e-02    6.48e-02      3.48e-02    2.06e-02    8.6e-04
  19100      1.84e+00    1.58e+00      5.09e-02    5.11e-02      6.29e-02    5.39e-02    8.6e-04
  19200      1.86e+00    1.85e+00      7.44e-02    7.43e-02      6.36e-02    6.30e-02    8.6e-04
  19300      2.25e+00    2.43e+00      6.01e-02    5.97e-02      7.67e-02    8.30e-02    8.6e-04
  19400      6.30e-01    5.79e-01      9.16e-03    8.98e-03      2.15e-02    1.98e-02    8.6e-04
  19500      9.25e-01    8.88e-01      1.91e-01    1.91e-01      3.09e-02    2.96e-02    8.6e-04
  19600      1.44e+00    1.45e+00      3.55e-02    3.53e-02      4.91e-02    4.93e-02    8.6e-04
  19700      1.02e+00    1.37e+00      1.01e-03    9.49e-04      3.48e-02    4.66e-02    8.6e-04
  19800      2.59e+00    2.28e+00      3.43e-02    3.45e-02      8.84e-02    7.79e-02    8.6e-04
  19900      9.94e-01    8.82e-01      4.21e-02    4.22e-02      3.39e-02    3.01e-02    8.6e-04
  20000      6.54e-01    8.20e-01      3.88e-02    3.88e-02      2.29e-02    2.87e-02    8.1e-04
  20100      7.00e-01    1.29e+00      3.29e-02    3.26e-02      2.45e-02    4.53e-02    8.1e-04
  20200      1.12e+00    1.28e+00      3.45e-02    3.47e-02      3.93e-02    4.48e-02    8.1e-04
  20300      9.88e-01    1.40e+00      8.77e-02    8.77e-02      3.44e-02    4.90e-02    8.1e-04
  20400      1.04e+00    1.27e+00      5.08e-02    5.09e-02      3.65e-02    4.46e-02    8.1e-04
  20500      8.72e-01    1.33e+00      2.59e-03    2.59e-03      3.05e-02    4.67e-02    8.1e-04
  20600      1.06e+00    1.44e+00      4.51e-02    4.49e-02      3.72e-02    5.06e-02    8.1e-04
  20700      5.32e-01    4.63e-01      1.34e-02    1.34e-02      1.86e-02    1.62e-02    8.1e-04
  20800      1.19e+00    1.06e+00      3.99e-03    3.35e-03      4.15e-02    3.70e-02    8.1e-04
  20900      1.26e+00    1.27e+00      2.68e-02    2.68e-02      4.40e-02    4.45e-02    8.1e-04
  21000      5.97e-01    4.96e-01      1.91e-02    1.90e-02      2.09e-02    1.74e-02    8.1e-04
  21100      6.04e-01    6.72e-01      4.89e-02    4.92e-02      2.11e-02    2.35e-02    8.1e-04
  21200      1.52e+00    8.76e-01      2.39e-02    2.29e-02      5.31e-02    3.07e-02    8.1e-04
  21300      1.31e+00    1.28e+00      5.11e-02    5.05e-02      4.60e-02    4.47e-02    8.1e-04
  21400      1.26e+00    1.73e+00      3.81e-02    3.87e-02      4.41e-02    6.07e-02    8.1e-04
  21500      6.10e-01    4.22e-01      5.83e-02    5.85e-02      2.12e-02    1.46e-02    8.1e-04
  21600      1.66e+00    1.30e+00      5.86e-02    5.97e-02      5.81e-02    4.54e-02    8.1e-04
  21700      1.18e+00    1.19e+00      1.20e-02    1.17e-02      4.14e-02    4.17e-02    8.1e-04
  21800      1.05e+00    1.58e+00      8.04e-02    8.05e-02      3.66e-02    5.53e-02    8.1e-04
  21900      4.67e-01    4.96e-01      4.77e-02    4.76e-02      1.63e-02    1.73e-02    8.1e-04
  22000      6.14e-01    5.28e-01      3.87e-02    3.88e-02      2.14e-02    1.84e-02    8.1e-04
  22100      1.39e+00    1.41e+00      3.30e-02    3.29e-02      4.88e-02    4.94e-02    8.1e-04
  22200      1.77e+00    1.93e+00      2.42e-02    2.33e-02      6.20e-02    6.75e-02    8.1e-04
  22300      2.06e+00    1.20e+00      4.26e-02    4.37e-02      7.21e-02    4.19e-02    8.1e-04
  22400      1.16e+00    1.09e+00      1.98e-03    1.80e-03      4.06e-02    3.83e-02    8.1e-04
  22500      1.01e+00    7.47e-01      3.59e-02    3.62e-02      3.54e-02    2.62e-02    8.1e-04
  22600      1.21e+00    1.45e+00      5.65e-02    5.77e-02      4.22e-02    5.06e-02    8.1e-04
  22700      7.58e-01    7.60e-01      1.76e-02    1.79e-02      2.65e-02    2.66e-02    8.1e-04
  22800      1.87e+00    1.88e+00      1.95e-03    2.50e-03      6.54e-02    6.59e-02    8.1e-04
  22900      1.84e+00    1.84e+00      1.90e-02    1.85e-02      6.46e-02    6.43e-02    8.1e-04
  23000      1.67e+00    1.82e+00      1.01e-01    1.01e-01      5.82e-02    6.35e-02    8.1e-04
  23100      1.81e+00    1.36e+00      7.75e-03    7.76e-03      6.34e-02    4.78e-02    8.1e-04
  23200      1.68e+00    1.65e+00      7.46e-02    7.50e-02      5.87e-02    5.79e-02    8.1e-04
  23300      1.63e+00    1.20e+00      7.28e-02    7.26e-02      5.72e-02    4.18e-02    8.1e-04
  23400      1.19e+00    9.89e-01      7.69e-02    7.70e-02      4.17e-02    3.45e-02    8.1e-04
  23500      1.17e+00    1.06e+00      2.04e-02    2.04e-02      4.10e-02    3.73e-02    8.1e-04
  23600      6.64e-01    5.76e-01      2.43e-02    2.44e-02      2.33e-02    2.01e-02    8.1e-04
  23700      6.68e-01    6.14e-01      2.44e-03    2.43e-03      2.34e-02    2.15e-02    8.1e-04
  23800      1.04e+00    1.01e+00      7.50e-02    7.48e-02      3.63e-02    3.51e-02    8.1e-04
  23900      6.90e-01    1.18e+00      9.22e-02    9.16e-02      2.38e-02    4.10e-02    8.1e-04
  24000      7.48e-01    4.74e-01      3.62e-02    3.56e-02      2.62e-02    1.66e-02    8.1e-04
  24100      7.71e-01    4.73e-01      2.09e-02    2.07e-02      2.70e-02    1.65e-02    8.1e-04
  24200      7.27e-01    6.21e-01      2.80e-02    2.80e-02      2.55e-02    2.17e-02    8.1e-04
  24300      2.40e+00    1.54e+00      1.91e-03    1.06e-03      8.42e-02    5.39e-02    8.1e-04
  24400      1.15e+00    9.53e-01      4.25e-02    4.32e-02      4.04e-02    3.33e-02    8.1e-04
  24500      7.48e-01    8.74e-01      3.05e-02    3.03e-02      2.62e-02    3.06e-02    8.1e-04
  24600      1.62e+00    1.78e+00      3.44e-02    3.44e-02      5.66e-02    6.25e-02    8.1e-04
  24700      6.45e-01    5.61e-01      1.30e-01    1.30e-01      2.20e-02    1.90e-02    8.1e-04
  24800      9.93e-01    1.13e+00      2.19e-02    2.19e-02      3.48e-02    3.96e-02    8.1e-04
  24900      6.46e-01    7.27e-01      3.78e-02    3.81e-02      2.26e-02    2.54e-02    8.1e-04
  25000      8.54e-01    8.84e-01      2.36e-02    2.34e-02      3.07e-02    3.18e-02    7.7e-04
  25100      3.80e-01    3.61e-01      3.19e-02    3.20e-02      1.36e-02    1.29e-02    7.7e-04
  25200      1.38e+00    9.40e-01      6.11e-02    6.11e-02      4.95e-02    3.37e-02    7.7e-04
  25300      9.70e-01    5.62e-01      4.16e-02    4.07e-02      3.48e-02    2.01e-02    7.7e-04
  25400      1.12e+00    9.00e-01      3.95e-03    4.27e-03      4.03e-02    3.23e-02    7.7e-04
  25500      1.25e+00    1.59e+00      6.03e-03    5.68e-03      4.50e-02    5.70e-02    7.7e-04
  25600      8.20e-01    8.43e-01      1.01e-01    1.01e-01      2.92e-02    3.00e-02    7.7e-04
  25700      8.79e-01    1.31e+00      1.40e-02    1.34e-02      3.16e-02    4.71e-02    7.7e-04
  25800      9.00e-01    1.22e+00      2.85e-02    2.92e-02      3.23e-02    4.37e-02    7.7e-04
  25900      4.80e-01    4.09e-01      6.87e-02    6.87e-02      1.70e-02    1.44e-02    7.7e-04
  26000      1.13e+00    1.25e+00      8.17e-03    8.48e-03      4.06e-02    4.51e-02    7.7e-04
