#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 196700      4.99e-02    3.74e-02      5.03e-03    4.95e-03      4.15e-03    3.06e-03    1.4e-04
 196800      6.92e-02    4.76e-02      4.38e-03    4.41e-03      5.86e-03    3.99e-03    1.4e-04
 196900      7.18e-02    3.98e-02      1.60e-03    1.48e-03      6.14e-03    3.39e-03    1.4e-04
 197000      5.39e-02    8.85e-02      2.70e-04    3.18e-04      4.62e-03    7.59e-03    1.4e-04
 197100      7.18e-02    6.84e-02      1.15e-03    1.16e-03      6.15e-03    5.85e-03    1.4e-04
 197200      6.96e-02    6.78e-02      3.00e-03    2.94e-03      5.94e-03    5.78e-03    1.4e-04
 197300      6.73e-02    4.43e-02      9.29e-04    9.83e-04      5.77e-03    3.79e-03    1.4e-04
 197400      5.70e-02    7.68e-02      3.78e-03    3.71e-03      4.82e-03    6.54e-03    1.4e-04
 197500      5.15e-02    5.03e-02      4.19e-04    4.87e-04      4.41e-03    4.31e-03    1.4e-04
 197600      5.25e-02    5.45e-02      6.04e-04    6.16e-04      4.50e-03    4.67e-03    1.4e-04
 197700      5.14e-02    8.18e-02      6.78e-03    6.78e-03      4.20e-03    6.88e-03    1.4e-04
 197800      6.23e-02    4.91e-02      1.02e-04    1.73e-04      5.34e-03    4.21e-03    1.4e-04
 197900      7.77e-02    7.88e-02      1.27e-03    1.29e-03      6.65e-03    6.75e-03    1.4e-04
 198000      6.28e-02    5.02e-02      7.30e-04    7.32e-04      5.38e-03    4.30e-03    1.4e-04
 198100      7.10e-02    6.97e-02      7.78e-04    8.25e-04      6.08e-03    5.97e-03    1.4e-04
 198200      7.57e-02    6.94e-02      2.03e-03    2.17e-03      6.47e-03    5.93e-03    1.4e-04
 198300      9.63e-02    6.91e-02      2.99e-03    3.30e-03      8.23e-03    5.88e-03    1.4e-04
 198400      5.12e-02    4.07e-02      6.83e-04    7.35e-04      4.39e-03    3.49e-03    1.4e-04
 198500      4.30e-02    7.44e-02      2.49e-03    2.52e-03      3.66e-03    6.36e-03    1.4e-04
 198600      6.16e-02    8.64e-02      3.66e-03    3.76e-03      5.23e-03    7.37e-03    1.4e-04
 198700      8.13e-02    7.67e-02      1.80e-03    1.74e-03      6.96e-03    6.57e-03    1.4e-04
 198800      8.12e-02    7.04e-02      9.90e-05    1.15e-04      6.96e-03    6.04e-03    1.4e-04
 198900      4.70e-02    5.37e-02      2.08e-04    2.55e-04      4.02e-03    4.60e-03    1.4e-04
 199000      8.41e-02    4.26e-02      1.21e-03    1.09e-03      7.21e-03    3.65e-03    1.4e-04
 199100      5.49e-02    5.17e-02      9.89e-04    9.31e-04      4.70e-03    4.43e-03    1.4e-04
 199200      3.73e-02    4.35e-02      2.93e-03    2.94e-03      3.14e-03    3.69e-03    1.4e-04
 199300      5.55e-02    3.83e-02      3.26e-03    3.19e-03      4.71e-03    3.23e-03    1.4e-04
 199400      4.83e-02    4.99e-02      3.79e-03    3.79e-03      4.07e-03    4.21e-03    1.4e-04
 199500      3.68e-02    4.69e-02      2.11e-03    2.14e-03      3.13e-03    4.00e-03    1.4e-04
 199600      5.12e-02    4.70e-02      5.56e-03    5.54e-03      4.25e-03    3.88e-03    1.4e-04
 199700      6.09e-02    4.96e-02      3.13e-04    4.11e-04      5.22e-03    4.25e-03    1.4e-04
 199800      4.70e-02    4.13e-02      3.45e-03    3.42e-03      3.97e-03    3.47e-03    1.4e-04
 199900      4.67e-02    9.20e-02      1.49e-03    1.45e-03      3.99e-03    7.88e-03    1.4e-04
 200000      4.15e-02    4.48e-02      8.12e-04    8.31e-04      3.65e-03    3.93e-03    1.3e-04
 200100      3.28e-02    4.16e-02      2.65e-03    2.64e-03      2.84e-03    3.61e-03    1.3e-04
 200200      6.98e-02    9.23e-02      4.05e-03    4.13e-03      6.08e-03    8.07e-03    1.3e-04
 200300      4.92e-02    3.49e-02      5.30e-04    5.16e-04      4.32e-03    3.07e-03    1.3e-04
 200400      3.59e-02    3.22e-02      2.53e-03    2.54e-03      3.11e-03    2.79e-03    1.3e-04
 200500      4.98e-02    8.10e-02      2.50e-03    2.66e-03      4.35e-03    7.10e-03    1.3e-04
 200600      4.47e-02    4.07e-02      4.95e-03    4.94e-03      3.79e-03    3.43e-03    1.3e-04
 200700      4.27e-02    7.54e-02      3.66e-03    3.68e-03      3.68e-03    6.59e-03    1.3e-04
 200800      6.18e-02    3.61e-02      4.09e-04    4.19e-04      5.43e-03    3.17e-03    1.3e-04
 200900      3.45e-02    3.97e-02      1.48e-03    1.52e-03      3.01e-03    3.48e-03    1.3e-04
 201000      4.63e-02    4.67e-02      4.86e-04    5.47e-04      4.07e-03    4.10e-03    1.3e-04
 201100      7.29e-02    7.11e-02      2.23e-03    2.14e-03      6.39e-03    6.24e-03    1.3e-04
 201200      5.64e-02    5.13e-02      2.87e-03    2.87e-03      4.92e-03    4.47e-03    1.3e-04
 201300      7.49e-02    9.03e-02      2.86e-03    3.02e-03      6.56e-03    7.91e-03    1.3e-04
 201400      6.13e-02    3.39e-02      4.17e-03    4.26e-03      5.31e-03    2.85e-03    1.3e-04
 201500      7.11e-02    7.64e-02      2.87e-03    2.96e-03      6.22e-03    6.69e-03    1.3e-04
 201600      5.04e-02    4.37e-02      8.49e-05    1.42e-04      4.43e-03    3.84e-03    1.3e-04
 201700      7.35e-02    6.27e-02      2.37e-03    2.22e-03      6.44e-03    5.50e-03    1.3e-04
 201800      4.18e-02    3.35e-02      1.00e-03    1.01e-03      3.67e-03    2.94e-03    1.3e-04
 201900      8.16e-02    4.82e-02      3.26e-03    3.24e-03      7.13e-03    4.19e-03    1.3e-04
 202000      4.04e-02    3.23e-02      1.37e-03    1.37e-03      3.54e-03    2.83e-03    1.3e-04
 202100      8.23e-02    4.55e-02      1.54e-03    1.63e-03      7.22e-03    3.99e-03    1.3e-04
 202200      7.49e-02    8.11e-02      7.95e-05    2.46e-04      6.58e-03    7.13e-03    1.3e-04
 202300      5.80e-02    6.82e-02      1.21e-03    1.17e-03      5.09e-03    5.99e-03    1.3e-04
 202400      9.14e-02    6.52e-02      2.53e-04    4.24e-04      8.03e-03    5.73e-03    1.3e-04
 202500      1.45e-01    7.45e-02      1.09e-03    8.59e-04      1.28e-02    6.55e-03    1.3e-04
 202600      6.69e-02    6.32e-02      1.60e-03    1.64e-03      5.87e-03    5.54e-03    1.3e-04
 202700      5.59e-02    4.56e-02      8.73e-04    8.99e-04      4.91e-03    4.01e-03    1.3e-04
 202800      4.43e-02    4.61e-02      4.64e-04    4.47e-04      3.90e-03    4.05e-03    1.3e-04
 202900      4.66e-02    7.64e-02      2.14e-03    2.19e-03      4.08e-03    6.70e-03    1.3e-04
 203000      3.67e-02    3.46e-02      3.98e-04    3.93e-04      3.23e-03    3.04e-03    1.3e-04
 203100      1.05e-01    1.02e-01      3.27e-03    3.38e-03      9.22e-03    8.98e-03    1.3e-04
 203200      3.00e-02    3.78e-02      5.23e-04    5.92e-04      2.63e-03    3.32e-03    1.3e-04
 203300      4.72e-02    4.74e-02      1.71e-03    1.78e-03      4.13e-03    4.15e-03    1.3e-04
 203400      5.98e-02    4.91e-02      1.33e-03    1.28e-03      5.25e-03    4.31e-03    1.3e-04
 203500      3.76e-02    3.65e-02      2.70e-03    2.72e-03      3.26e-03    3.16e-03    1.3e-04
 203600      5.42e-02    4.35e-02      1.30e-03    1.24e-03      4.75e-03    3.81e-03    1.3e-04
 203700      7.31e-02    7.70e-02      4.79e-03    4.84e-03      6.35e-03    6.69e-03    1.3e-04
 203800      4.20e-02    4.22e-02      1.55e-03    1.60e-03      3.68e-03    3.69e-03    1.3e-04
 203900      7.72e-02    8.66e-02      1.99e-03    2.10e-03      6.77e-03    7.60e-03    1.3e-04
 204000      5.78e-02    6.10e-02      1.91e-03    1.90e-03      5.06e-03    5.35e-03    1.3e-04
 204100      3.37e-02    8.11e-02      1.24e-03    1.18e-03      2.96e-03    7.13e-03    1.3e-04
 204200      4.39e-02    4.24e-02      2.93e-03    2.91e-03      3.81e-03    3.68e-03    1.3e-04
 204300      7.70e-02    8.77e-02      1.86e-03    1.66e-03      6.76e-03    7.70e-03    1.3e-04
 204400      6.47e-02    4.77e-02      5.67e-04    5.84e-04      5.69e-03    4.19e-03    1.3e-04
 204500      6.27e-02    7.94e-02      3.06e-03    3.00e-03      5.47e-03    6.96e-03    1.3e-04
 204600      5.84e-02    8.96e-02      4.86e-03    4.75e-03      5.04e-03    7.82e-03    1.3e-04
 204700      6.59e-02    7.39e-02      3.33e-03    3.36e-03      5.76e-03    6.46e-03    1.3e-04
 204800      6.87e-02    5.72e-02      2.73e-04    2.93e-04      6.04e-03    5.03e-03    1.3e-04
 204900      3.97e-02    4.62e-02      2.59e-03    2.62e-03      3.45e-03    4.03e-03    1.3e-04
 205000      5.65e-02    3.55e-02      3.25e-05    1.11e-04      5.10e-03    3.20e-03    1.2e-04
 205100      4.83e-02    7.13e-02      1.90e-03    1.90e-03      4.34e-03    6.42e-03    1.2e-04
 205200      3.39e-02    4.50e-02      2.23e-03    2.24e-03      3.02e-03    4.03e-03    1.2e-04
 205300      4.70e-02    4.73e-02      7.13e-04    7.44e-04      4.24e-03    4.26e-03    1.2e-04
 205400      4.98e-02    8.41e-02      6.98e-04    7.27e-04      4.49e-03    7.58e-03    1.2e-04
 205500      7.11e-02    8.54e-02      2.37e-03    2.50e-03      6.38e-03    7.68e-03    1.2e-04
 205600      3.95e-02    3.87e-02      1.54e-04    1.44e-04      3.56e-03    3.49e-03    1.2e-04
 205700      8.57e-02    3.33e-02      3.49e-03    3.41e-03      7.68e-03    2.92e-03    1.2e-04
 205800      4.69e-02    4.43e-02      2.67e-04    2.56e-04      4.23e-03    4.00e-03    1.2e-04
 205900      6.09e-02    4.31e-02      9.14e-04    1.00e-03      5.49e-03    3.88e-03    1.2e-04
 206000      5.86e-02    4.46e-02      2.65e-03    2.71e-03      5.25e-03    3.98e-03    1.2e-04
 206100      4.67e-02    7.02e-02      1.57e-03    1.61e-03      4.20e-03    6.32e-03    1.2e-04
 206200      5.16e-02    5.01e-02      4.61e-03    4.61e-03      4.55e-03    4.42e-03    1.2e-04
 206300      6.56e-02    3.88e-02      8.87e-05    8.92e-05      5.91e-03    3.50e-03    1.2e-04
 206400      7.69e-02    7.15e-02      6.76e-04    6.94e-04      6.94e-03    6.44e-03    1.2e-04
 206500      5.16e-02    4.72e-02      1.87e-03    1.86e-03      4.64e-03    4.24e-03    1.2e-04
 206600      5.51e-02    4.25e-02      8.97e-04    9.26e-04      4.97e-03    3.83e-03    1.2e-04
 206700      5.17e-02    2.95e-02      2.45e-03    2.44e-03      4.63e-03    2.61e-03    1.2e-04
 206800      9.01e-02    9.70e-02      2.55e-03    2.53e-03      8.10e-03    8.73e-03    1.2e-04
 206900      3.62e-02    3.09e-02      7.16e-04    6.86e-04      3.26e-03    2.78e-03    1.2e-04
 207000      3.91e-02    3.48e-02      1.25e-03    1.26e-03      3.52e-03    3.12e-03    1.2e-04
 207100      4.12e-02    4.42e-02      5.84e-04    5.72e-04      3.71e-03    3.98e-03    1.2e-04
 207200      3.17e-02    7.42e-02      1.77e-03    1.79e-03      2.84e-03    6.68e-03    1.2e-04
 207300      7.56e-02    4.21e-02      1.89e-03    2.01e-03      6.80e-03    3.77e-03    1.2e-04
 207400      4.55e-02    4.37e-02      1.57e-04    1.51e-04      4.10e-03    3.94e-03    1.2e-04
 207500      4.46e-02    4.02e-02      1.47e-03    1.48e-03      4.01e-03    3.61e-03    1.2e-04
 207600      4.37e-02    6.55e-02      1.96e-03    1.98e-03      3.92e-03    5.89e-03    1.2e-04
 207700      3.75e-02    7.38e-02      2.82e-03    2.90e-03      3.32e-03    6.63e-03    1.2e-04
 207800      3.66e-02    4.19e-02      2.55e-03    2.57e-03      3.26e-03    3.74e-03    1.2e-04
 207900      3.97e-02    3.93e-02      2.65e-04    2.48e-04      3.58e-03    3.54e-03    1.2e-04
 208000      6.77e-02    7.15e-02      4.65e-03    4.65e-03      6.03e-03    6.37e-03    1.2e-04
 208100           nan         nan           nan         nan           nan         nan    1.2e-04
 208200           nan         nan           nan         nan           nan         nan    1.2e-04
 208300           nan         nan           nan         nan           nan         nan    1.2e-04
 208400           nan         nan           nan         nan           nan         nan    1.2e-04
 208500           nan         nan           nan         nan           nan         nan    1.2e-04
 208600           nan         nan           nan         nan           nan         nan    1.2e-04
 208700           nan         nan           nan         nan           nan         nan    1.2e-04
 208800           nan         nan           nan         nan           nan         nan    1.2e-04
 208900           nan         nan           nan         nan           nan         nan    1.2e-04
 209000           nan         nan           nan         nan           nan         nan    1.2e-04
#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 208000      6.61e-02    9.32e-02      4.78e-03    4.58e-03      5.88e-03    8.35e-03    1.2e-04
 208100      3.01e-02    3.68e-02      4.57e-03    4.64e-03      2.54e-03    3.17e-03    1.2e-04
 208200      5.62e-02    4.36e-02      1.20e-03    1.07e-03      5.06e-03    3.93e-03    1.2e-04
 208300      4.65e-02    3.13e-02      7.73e-04    8.17e-04      4.19e-03    2.82e-03    1.2e-04
 208400      8.39e-02    5.06e-02      2.36e-03    2.26e-03      7.55e-03    4.53e-03    1.2e-04
 208500      3.96e-02    3.18e-02      1.04e-03    1.13e-03      3.56e-03    2.86e-03    1.2e-04
 208600      5.87e-02    5.32e-02      5.51e-04    5.30e-04      5.29e-03    4.79e-03    1.2e-04
 208700      6.34e-02    5.99e-02      1.57e-03    1.57e-03      5.70e-03    5.39e-03    1.2e-04
 208800      4.59e-02    3.42e-02      2.70e-03    2.71e-03      4.10e-03    3.03e-03    1.2e-04
 208900      4.68e-02    5.21e-02      1.97e-03    1.99e-03      4.20e-03    4.68e-03    1.2e-04
 209000      5.57e-02    3.91e-02      1.81e-04    2.50e-04      5.02e-03    3.52e-03    1.2e-04
 209100      4.47e-02    7.08e-02      1.70e-03    1.72e-03      4.01e-03    6.37e-03    1.2e-04
 209200      6.27e-02    6.14e-02      6.16e-03    6.18e-03      5.51e-03    5.39e-03    1.2e-04
 209300      4.95e-02    4.73e-02      2.34e-03    2.34e-03      4.43e-03    4.24e-03    1.2e-04
 209400      7.17e-02    5.70e-02      1.28e-03    1.39e-03      6.46e-03    5.13e-03    1.2e-04
 209500      6.34e-02    4.67e-02      2.18e-03    2.29e-03      5.69e-03    4.18e-03    1.2e-04
 209600      5.94e-02    6.97e-02      2.20e-03    2.27e-03      5.34e-03    6.27e-03    1.2e-04
 209700      4.42e-02    4.07e-02      1.29e-03    1.27e-03      3.97e-03    3.66e-03    1.2e-04
 209800      5.05e-02    5.04e-02      1.43e-03    1.43e-03      4.55e-03    4.54e-03    1.2e-04
 209900      3.93e-02    3.67e-02      3.03e-05    4.63e-05      3.54e-03    3.31e-03    1.2e-04
 210000      4.35e-02    5.81e-02      1.47e-03    1.44e-03      4.01e-03    5.36e-03    1.2e-04
 210100      4.44e-02    4.25e-02      2.85e-03    2.89e-03      4.06e-03    3.88e-03    1.2e-04
 210200      4.41e-02    8.00e-02      6.50e-04    7.76e-04      4.08e-03    7.40e-03    1.2e-04
 210300      7.34e-02    6.13e-02      1.22e-04    1.47e-04      6.79e-03    5.67e-03    1.2e-04
 210400      4.99e-02    4.59e-02      7.71e-04    7.12e-04      4.62e-03    4.24e-03    1.2e-04
 210500      5.08e-02    3.51e-02      3.31e-04    3.36e-04      4.70e-03    3.24e-03    1.2e-04
 210600      6.12e-02    7.38e-02      7.96e-04    7.47e-04      5.65e-03    6.83e-03    1.2e-04
 210700      5.33e-02    5.47e-02      5.25e-04    5.83e-04      4.93e-03    5.05e-03    1.2e-04
 210800      7.84e-02    5.31e-02      1.64e-03    1.46e-03      7.24e-03    4.90e-03    1.2e-04
 210900      6.65e-02    6.92e-02      1.33e-04    2.55e-04      6.15e-03    6.40e-03    1.2e-04
 211000      7.22e-02    4.38e-02      2.47e-03    2.44e-03      6.65e-03    4.02e-03    1.2e-04
 211100      4.13e-02    2.87e-02      2.85e-04    2.62e-04      3.82e-03    2.66e-03    1.2e-04
 211200      8.39e-02    5.08e-02      1.42e-03    1.54e-03      7.75e-03    4.69e-03    1.2e-04
 211300      1.07e-01    5.83e-02      5.25e-03    5.51e-03      9.83e-03    5.26e-03    1.2e-04
 211400      6.53e-02    5.22e-02      3.13e-03    3.13e-03      6.00e-03    4.78e-03    1.2e-04
 211500      6.62e-02    3.13e-02      2.14e-03    2.14e-03      6.10e-03    2.86e-03    1.2e-04
 211600      3.76e-02    2.87e-02      3.43e-04    3.43e-04      3.48e-03    2.66e-03    1.2e-04
 211700      3.09e-02    2.97e-02      8.57e-04    8.41e-04      2.85e-03    2.74e-03    1.2e-04
 211800      5.58e-02    7.82e-02      1.59e-03    1.58e-03      5.14e-03    7.23e-03    1.2e-04
 211900      5.42e-02    8.47e-02      7.28e-04    8.25e-04      5.01e-03    7.83e-03    1.2e-04
 212000      4.22e-02    4.98e-02      1.10e-03    1.01e-03      3.89e-03    4.60e-03    1.2e-04
 212100      3.62e-02    7.50e-02      2.54e-03    2.46e-03      3.30e-03    6.92e-03    1.2e-04
 212200      3.53e-02    4.08e-02      1.78e-03    1.77e-03      3.24e-03    3.76e-03    1.2e-04
 212300      4.74e-02    3.76e-02      3.91e-03    3.92e-03      4.30e-03    3.37e-03    1.2e-04
 212400      3.72e-02    3.82e-02      9.66e-04    9.91e-04      3.43e-03    3.52e-03    1.2e-04
 212500      3.12e-02    7.17e-02      2.47e-03    2.48e-03      2.83e-03    6.61e-03    1.2e-04
 212600      5.40e-02    7.92e-02      5.85e-04    6.30e-04      5.00e-03    7.32e-03    1.2e-04
 212700      8.45e-02    7.38e-02      4.29e-03    4.49e-03      7.76e-03    6.76e-03    1.2e-04
 212800      2.52e-02    3.29e-02      2.89e-03    2.90e-03      2.25e-03    2.98e-03    1.2e-04
 212900      3.43e-02    3.77e-02      1.80e-03    1.80e-03      3.15e-03    3.46e-03    1.2e-04
 213000      3.98e-02    6.73e-02      1.47e-03    1.48e-03      3.67e-03    6.22e-03    1.2e-04
 213100      2.97e-02    3.07e-02      4.10e-04    4.17e-04      2.74e-03    2.84e-03    1.2e-04
 213200      2.91e-02    3.74e-02      8.56e-04    8.22e-04      2.68e-03    3.45e-03    1.2e-04
 213300      5.40e-02    8.32e-02      1.01e-03    1.01e-03      4.99e-03    7.70e-03    1.2e-04
 213400      5.16e-02    2.75e-02      1.30e-03    1.34e-03      4.77e-03    2.53e-03    1.2e-04
 213500      3.98e-02    6.79e-02      1.33e-03    1.39e-03      3.67e-03    6.28e-03    1.2e-04
 213600      6.05e-02    3.89e-02      4.94e-04    5.71e-04      5.60e-03    3.60e-03    1.2e-04
 213700      7.41e-02    5.28e-02      2.30e-03    2.35e-03      6.84e-03    4.86e-03    1.2e-04
 213800      6.04e-02    8.72e-02      4.52e-03    4.45e-03      5.50e-03    8.01e-03    1.2e-04
 213900      5.82e-02    5.24e-02      7.68e-04    8.11e-04      5.38e-03    4.85e-03    1.2e-04
 214000      7.48e-02    3.91e-02      1.29e-04    7.62e-05      6.92e-03    3.62e-03    1.2e-04
 214100      4.74e-02    4.00e-02      3.49e-04    3.75e-04      4.38e-03    3.69e-03    1.2e-04
 214200      5.09e-02    3.85e-02      2.31e-03    2.33e-03      4.68e-03    3.53e-03    1.2e-04
 214300      4.92e-02    3.22e-02      2.90e-03    2.82e-03      4.50e-03    2.92e-03    1.2e-04
 214400      4.20e-02    7.41e-02      5.99e-04    6.10e-04      3.89e-03    6.85e-03    1.2e-04
 214500      2.69e-02    3.04e-02      2.77e-04    3.01e-04      2.48e-03    2.81e-03    1.2e-04
 214600      7.37e-02    5.13e-02      1.20e-03    1.02e-03      6.81e-03    4.74e-03    1.2e-04
 214700      4.38e-02    7.07e-02      2.50e-03    2.59e-03      4.02e-03    6.51e-03    1.2e-04
 214800      3.94e-02    4.19e-02      1.03e-03    1.01e-03      3.63e-03    3.87e-03    1.2e-04
 214900      6.33e-02    6.08e-02      1.11e-03    1.16e-03      5.85e-03    5.61e-03    1.2e-04
 215000      4.98e-02    3.78e-02      1.66e-03    1.65e-03      4.71e-03    3.56e-03    1.1e-04
 215100      5.74e-02    5.02e-02      3.08e-03    3.09e-03      5.40e-03    4.71e-03    1.1e-04
 215200      4.65e-02    7.30e-02      1.02e-03    1.00e-03      4.41e-03    6.92e-03    1.1e-04
 215300      5.73e-02    7.46e-02      1.89e-03    1.84e-03      5.42e-03    7.06e-03    1.1e-04
 215400      3.29e-02    3.98e-02      2.62e-03    2.64e-03      3.06e-03    3.74e-03    1.1e-04
 215500      3.35e-02    4.62e-02      4.58e-04    4.64e-04      3.17e-03    4.38e-03    1.1e-04
 215600      2.95e-02    3.62e-02      6.33e-05    6.41e-05      2.80e-03    3.44e-03    1.1e-04
 215700      5.02e-02    4.30e-02      3.27e-03    3.31e-03      4.71e-03    4.01e-03    1.1e-04
 215800      3.59e-02    3.80e-02      1.62e-03    1.62e-03      3.39e-03    3.59e-03    1.1e-04
 215900      3.36e-02    4.16e-02      1.64e-04    2.09e-04      3.19e-03    3.95e-03    1.1e-04
 216000      8.18e-02    8.20e-02      2.93e-03    3.05e-03      7.74e-03    7.75e-03    1.1e-04
 216100      5.03e-02    5.45e-02      1.49e-03    1.38e-03      4.76e-03    5.16e-03    1.1e-04
 216200      3.28e-02    6.80e-02      3.03e-03    3.06e-03      3.04e-03    6.41e-03    1.1e-04
 216300      3.54e-02    4.13e-02      2.20e-03    2.23e-03      3.32e-03    3.89e-03    1.1e-04
 216400      4.50e-02    3.68e-02      4.04e-04    3.33e-04      4.27e-03    3.49e-03    1.1e-04
 216500      5.63e-02    3.62e-02      1.23e-03    1.25e-03      5.33e-03    3.43e-03    1.1e-04
 216600      6.74e-02    7.38e-02      4.21e-03    4.28e-03      6.33e-03    6.94e-03    1.1e-04
 216700      7.36e-02    3.52e-02      4.76e-04    3.08e-04      6.98e-03    3.34e-03    1.1e-04
 216800      4.63e-02    3.89e-02      4.55e-03    4.42e-03      4.27e-03    3.56e-03    1.1e-04
 216900      7.98e-02    6.88e-02      5.18e-04    4.69e-04      7.57e-03    6.53e-03    1.1e-04
 217000      5.02e-02    5.35e-02      8.79e-04    8.26e-04      4.76e-03    5.07e-03    1.1e-04
 217100      7.90e-02    8.58e-02      6.17e-03    6.43e-03      7.35e-03    8.01e-03    1.1e-04
 217200      3.46e-02    6.13e-02      1.05e-03    1.05e-03      3.28e-03    5.81e-03    1.1e-04
 217300      5.94e-02    3.62e-02      4.15e-03    4.08e-03      5.55e-03    3.31e-03    1.1e-04
 217400      4.38e-02    2.92e-02      2.50e-03    2.53e-03      4.11e-03    2.71e-03    1.1e-04
 217500      3.83e-02    3.40e-02      1.57e-03    1.55e-03      3.61e-03    3.21e-03    1.1e-04
 217600      4.84e-02    4.57e-02      9.22e-04    9.23e-04      4.59e-03    4.33e-03    1.1e-04
 217700      6.61e-02    3.91e-02      1.79e-03    1.81e-03      6.26e-03    3.69e-03    1.1e-04
 217800      6.60e-02    7.34e-02      5.14e-03    5.27e-03      6.16e-03    6.86e-03    1.1e-04
 217900      6.44e-02    4.91e-02      3.36e-03    3.27e-03      6.07e-03    4.60e-03    1.1e-04
 218000      5.05e-02    4.32e-02      7.00e-05    8.39e-05      4.79e-03    4.10e-03    1.1e-04
 218100      4.54e-02    4.02e-02      6.06e-03    6.04e-03      4.09e-03    3.57e-03    1.1e-04
 218200      4.75e-02    6.21e-02      1.67e-04    1.63e-04      4.51e-03    5.89e-03    1.1e-04
 218300      7.30e-02    7.20e-02      3.33e-03    3.36e-03      6.88e-03    6.79e-03    1.1e-04
 218400      4.43e-02    4.20e-02      2.45e-03    2.39e-03      4.17e-03    3.95e-03    1.1e-04
 218500      4.98e-02    3.56e-02      2.38e-03    2.32e-03      4.69e-03    3.33e-03    1.1e-04
 218600      3.24e-02    2.50e-02      1.08e-03    1.05e-03      3.07e-03    2.36e-03    1.1e-04
 218700      5.84e-02    5.88e-02      4.86e-03    4.85e-03      5.43e-03    5.48e-03    1.1e-04
 218800      8.06e-02    7.23e-02      1.11e-03    1.19e-03      7.65e-03    6.86e-03    1.1e-04
 218900      4.47e-02    4.08e-02      2.38e-03    2.37e-03      4.21e-03    3.83e-03    1.1e-04
 219000      8.44e-02    5.57e-02      4.32e-05    1.38e-04      8.01e-03    5.28e-03    1.1e-04
 219100      5.76e-02    4.07e-02      8.21e-04    8.48e-04      5.46e-03    3.86e-03    1.1e-04
 219200      4.40e-02    3.46e-02      8.44e-04    7.62e-04      4.17e-03    3.28e-03    1.1e-04
 219300      1.07e-01    5.62e-02      5.93e-03    6.10e-03      1.00e-02    5.16e-03    1.1e-04
 219400      2.75e-02    3.66e-02      7.06e-04    7.27e-04      2.60e-03    3.47e-03    1.1e-04
 219500      4.09e-02    7.35e-02      1.16e-03    1.12e-03      3.87e-03    6.96e-03    1.1e-04
 219600      7.27e-02    6.40e-02      2.68e-03    2.71e-03      6.87e-03    6.04e-03    1.1e-04
 219700      4.94e-02    4.78e-02      4.42e-03    4.30e-03      4.58e-03    4.43e-03    1.1e-04
 219800      4.15e-02    4.25e-02      6.06e-04    6.52e-04      3.94e-03    4.03e-03    1.1e-04
 219900      5.76e-02    4.08e-02      2.42e-03    2.33e-03      5.44e-03    3.83e-03    1.1e-04
 220000      3.31e-02    3.39e-02      1.28e-03    1.35e-03      3.21e-03    3.28e-03    1.0e-04
 220100      4.96e-02    3.06e-02      2.15e-03    2.10e-03      4.80e-03    2.94e-03    1.0e-04
 220200      3.71e-02    3.37e-02      1.29e-03    1.28e-03      3.60e-03    3.27e-03    1.0e-04
 220300      4.21e-02    3.34e-02      1.02e-04    1.06e-04      4.10e-03    3.25e-03    1.0e-04
 220400      4.22e-02    3.38e-02      2.71e-03    2.70e-03      4.06e-03    3.23e-03    1.0e-04
 220500      7.44e-02    3.80e-02      1.22e-03    1.15e-03      7.23e-03    3.69e-03    1.0e-04
 220600      3.37e-02    4.39e-02      6.54e-04    6.68e-04      3.28e-03    4.27e-03    1.0e-04
 220700      2.76e-02    7.20e-02      1.88e-03    1.92e-03      2.65e-03    6.99e-03    1.0e-04
 220800      3.65e-02    3.95e-02      1.05e-03    9.81e-04      3.55e-03    3.84e-03    1.0e-04
 220900      3.97e-02    3.32e-02      3.35e-03    3.35e-03      3.77e-03    3.14e-03    1.0e-04
 221000      5.62e-02    4.75e-02      5.31e-03    5.33e-03      5.33e-03    4.46e-03    1.0e-04
 221100      3.35e-02    3.69e-02      4.62e-03    4.60e-03      3.09e-03    3.43e-03    1.0e-04
 221200      4.97e-02    5.26e-02      4.14e-04    3.75e-04      4.83e-03    5.12e-03    1.0e-04
 221300      3.49e-02    3.29e-02      4.14e-04    3.92e-04      3.40e-03    3.20e-03    1.0e-04
 221400      6.89e-02    5.77e-02      7.41e-04    8.91e-04      6.70e-03    5.61e-03    1.0e-04
 221500      1.93e-02    3.18e-02      7.82e-04    7.69e-04      1.87e-03    3.09e-03    1.0e-04
 221600      4.81e-02    4.92e-02      2.56e-03    2.70e-03      4.64e-03    4.75e-03    1.0e-04
 221700      3.88e-02    3.47e-02      8.50e-04    8.36e-04      3.77e-03    3.37e-03    1.0e-04
 221800      3.80e-02    3.13e-02      2.14e-03    2.07e-03      3.66e-03    3.01e-03    1.0e-04
 221900      2.97e-02    3.85e-02      2.66e-04    2.09e-04      2.89e-03    3.75e-03    1.0e-04
 222000      4.21e-02    2.76e-02      2.98e-03    2.96e-03      4.03e-03    2.61e-03    1.0e-04
