#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 227700      9.17e-02    7.24e-02      7.37e-03    7.39e-03      8.95e-03    7.02e-03    9.9e-05
 227800      1.23e-01    3.65e-02      3.37e-04    3.29e-04      1.23e-02    3.65e-03    9.9e-05
 227900      6.64e-02    7.26e-02      2.05e-03    1.98e-03      6.61e-03    7.23e-03    9.9e-05
 228000      6.06e-02    5.09e-02      4.59e-04    4.19e-04      6.05e-03    5.08e-03    9.9e-05
 228100      1.54e-01    9.14e-02      6.31e-04    1.06e-03      1.54e-02    9.12e-03    9.9e-05
 228200      1.56e-01    1.43e-01      5.23e-03    5.04e-03      1.56e-02    1.42e-02    9.9e-05
 228300      1.00e-01    8.39e-02      3.11e-03    3.03e-03      1.00e-02    8.34e-03    9.9e-05
 228400      8.70e-02    2.32e-01      5.60e-04    2.16e-03      8.68e-03    2.32e-02    9.9e-05
 228500      9.10e-02    8.60e-02      6.81e-03    7.04e-03      8.94e-03    8.43e-03    9.9e-05
 228600      1.33e-01    8.35e-02      1.04e-02    1.02e-02      1.30e-02    7.98e-03    9.9e-05
 228700      6.68e-02    8.40e-02      1.16e-03    1.07e-03      6.67e-03    8.38e-03    9.9e-05
 228800      8.73e-02    1.03e-01      2.14e-03    2.13e-03      8.70e-03    1.02e-02    9.9e-05
 228900      7.03e-02    1.51e-01      8.60e-03    8.25e-03      6.72e-03    1.50e-02    9.9e-05
 229000      1.32e-01    1.17e-01      2.37e-03    2.49e-03      1.32e-02    1.17e-02    9.9e-05
 229100      1.73e-01    4.11e-02      3.83e-03    3.70e-03      1.72e-02    4.01e-03    9.9e-05
 229200      1.77e-01    8.53e-02      2.71e-03    3.73e-03      1.76e-02    8.47e-03    9.9e-05
 229300      4.75e-02    1.12e-01      2.50e-04    3.21e-04      4.74e-03    1.12e-02    9.9e-05
 229400      5.59e-02    6.72e-02      2.54e-03    2.44e-03      5.55e-03    6.69e-03    9.9e-05
 229500      5.68e-02    3.40e-02      2.10e-03    2.08e-03      5.65e-03    3.36e-03    9.9e-05
 229600      1.70e-01    8.51e-02      6.71e-04    6.34e-04      1.69e-02    8.49e-03    9.9e-05
 229700      8.29e-02    6.45e-02      1.35e-04    1.91e-04      8.27e-03    6.44e-03    9.9e-05
 229800      8.60e-02    1.23e-01      1.91e-03    2.21e-03      8.57e-03    1.23e-02    9.9e-05
 229900      4.65e-02    4.94e-02      1.04e-03    1.09e-03      4.63e-03    4.92e-03    9.9e-05
 230000      1.36e-01    1.12e-01      2.33e-03    2.70e-03      1.39e-02    1.14e-02    9.4e-05
 230100      3.72e-02    6.57e-02      1.84e-03    1.77e-03      3.78e-03    6.72e-03    9.4e-05
 230200      2.46e-01    4.66e-02      4.47e-03    4.47e-03      2.51e-02    4.65e-03    9.4e-05
 230300      6.77e-02    4.54e-02      1.22e-03    1.34e-03      6.92e-03    4.64e-03    9.4e-05
 230400      2.41e-01    7.57e-02      4.58e-03    4.37e-03      2.47e-02    7.68e-03    9.4e-05
 230500      8.29e-02    6.56e-02      7.27e-04    5.36e-04      8.49e-03    6.71e-03    9.4e-05
 230600      1.40e-01    1.40e-01      2.78e-03    2.76e-03      1.43e-02    1.43e-02    9.4e-05
 230700      1.42e-01    1.14e-01      3.83e-03    4.80e-03      1.45e-02    1.16e-02    9.4e-05
 230800      7.68e-02    2.34e-01      1.64e-03    1.65e-03      7.86e-03    2.39e-02    9.4e-05
 230900      7.96e-02    4.74e-02      2.45e-04    1.72e-04      8.15e-03    4.85e-03    9.4e-05
 231000      8.50e-02    6.81e-02      1.48e-03    1.49e-03      8.70e-03    6.96e-03    9.4e-05
 231100      4.77e-02    5.47e-02      3.19e-03    3.11e-03      4.83e-03    5.55e-03    9.4e-05
 231200      8.27e-02    4.46e-02      9.56e-05    6.07e-05      8.47e-03    4.57e-03    9.4e-05
 231300      1.03e-01    1.89e-01      4.78e-04    4.84e-04      1.06e-02    1.94e-02    9.4e-05
 231400      1.58e-01    1.46e-01      3.53e-03    3.27e-03      1.61e-02    1.49e-02    9.4e-05
 231500      1.50e-01    1.33e-01      2.05e-03    2.66e-03      1.54e-02    1.36e-02    9.4e-05
 231600      9.12e-02    1.01e-01      2.05e-03    1.80e-03      9.33e-03    1.03e-02    9.4e-05
 231700      6.23e-02    7.27e-02      3.23e-03    3.22e-03      6.33e-03    7.41e-03    9.4e-05
 231800      7.34e-02    5.37e-02      3.09e-03    2.74e-03      7.47e-03    5.46e-03    9.4e-05
 231900      8.37e-02    1.19e-01      1.69e-03    1.76e-03      8.56e-03    1.22e-02    9.4e-05
 232000      1.60e-01    1.27e-01      1.24e-03    1.27e-03      1.63e-02    1.30e-02    9.4e-05
 232100      7.51e-02    5.82e-02      8.83e-04    9.28e-04      7.68e-03    5.95e-03    9.4e-05
 232200      8.48e-02    1.13e-01      6.12e-03    6.23e-03      8.56e-03    1.14e-02    9.4e-05
 232300      7.87e-02    7.44e-02      1.31e-03    1.19e-03      8.06e-03    7.61e-03    9.4e-05
 232400      6.33e-02    1.17e-01      3.89e-03    4.13e-03      6.41e-03    1.20e-02    9.4e-05
 232500      6.49e-02    5.66e-02      2.57e-03    2.53e-03      6.62e-03    5.76e-03    9.4e-05
 232600      1.79e-01    2.58e-01      5.78e-03    5.68e-03      1.83e-02    2.64e-02    9.4e-05
 232700      1.28e-01    8.63e-02      1.50e-03    1.16e-03      1.31e-02    8.83e-03    9.4e-05
 232800      6.37e-02    2.01e-01      2.00e-03    2.34e-03      6.50e-03    2.06e-02    9.4e-05
 232900      1.77e-01    1.01e-01      3.41e-03    2.63e-03      1.81e-02    1.04e-02    9.4e-05
 233000      1.41e-01    9.11e-02      7.99e-03    8.78e-03      1.43e-02    9.09e-03    9.4e-05
 233100      3.73e-02    5.36e-02      1.85e-03    1.85e-03      3.79e-03    5.47e-03    9.4e-05
 233200      1.05e-01    7.49e-02      2.30e-03    2.29e-03      1.08e-02    7.65e-03    9.4e-05
 233300      6.31e-02    1.07e-01      3.53e-04    4.84e-04      6.46e-03    1.09e-02    9.4e-05
 233400      8.40e-02    7.95e-02      3.15e-03    3.24e-03      8.56e-03    8.10e-03    9.4e-05
 233500      6.92e-02    5.90e-02      4.20e-03    4.34e-03      7.00e-03    5.95e-03    9.4e-05
 233600      4.85e-02    5.45e-02      1.57e-03    1.49e-03      4.95e-03    5.57e-03    9.4e-05
 233700      6.09e-02    6.26e-02      1.13e-03    1.47e-03      6.23e-03    6.40e-03    9.4e-05
 233800      1.15e-01    5.35e-02      2.25e-03    2.06e-03      1.17e-02    5.46e-03    9.4e-05
 233900      7.83e-02    4.23e-02      3.17e-03    3.07e-03      7.97e-03    4.27e-03    9.4e-05
 234000      1.12e-01    1.83e-01      3.85e-04    5.76e-04      1.15e-02    1.87e-02    9.4e-05
 234100      8.01e-02    8.09e-02      2.91e-03    2.87e-03      8.17e-03    8.25e-03    9.4e-05
 234200      7.24e-02    5.78e-02      2.62e-03    2.76e-03      7.38e-03    5.88e-03    9.4e-05
 234300      5.99e-02    1.68e-01      4.50e-04    4.50e-04      6.13e-03    1.72e-02    9.4e-05
 234400      8.23e-02    5.10e-02      1.95e-03    1.36e-03      8.41e-03    5.21e-03    9.4e-05
 234500      7.43e-02    5.19e-02      3.82e-03    3.67e-03      7.54e-03    5.24e-03    9.4e-05
 234600      1.14e-01    1.53e-01      8.79e-04    1.05e-03      1.16e-02    1.57e-02    9.4e-05
 234700      1.32e-01    5.54e-02      1.16e-03    9.72e-04      1.35e-02    5.67e-03    9.4e-05
 234800      5.43e-02    1.91e-01      1.42e-03    1.39e-03      5.55e-03    1.95e-02    9.4e-05
 234900      1.01e-01    2.05e-01      1.51e-04    7.99e-04      1.03e-02    2.10e-02    9.4e-05
 235000      1.97e-01    2.02e-01      4.97e-03    4.83e-03      2.07e-02    2.12e-02    9.0e-05
 235100      8.18e-02    4.59e-02      7.79e-04    8.07e-04      8.59e-03    4.81e-03    9.0e-05
 235200      1.37e-01    1.06e-01      1.10e-03    1.01e-03      1.44e-02    1.11e-02    9.0e-05
 235300      6.62e-02    1.93e-01      8.24e-04    9.70e-04      6.94e-03    2.03e-02    9.0e-05
 235400      7.18e-02    8.76e-02      2.30e-03    2.77e-03      7.51e-03    9.18e-03    9.0e-05
 235500      4.82e-02    4.16e-02      3.55e-04    2.81e-04      5.06e-03    4.37e-03    9.0e-05
 235600      8.06e-02    6.74e-02      3.54e-03    3.81e-03      8.42e-03    7.01e-03    9.0e-05
 235700      7.23e-02    1.08e-01      2.75e-03    2.61e-03      7.56e-03    1.14e-02    9.0e-05
 235800      6.34e-02    4.42e-02      4.26e-04    3.57e-04      6.65e-03    4.64e-03    9.0e-05
 235900      1.61e-01    9.97e-02      7.62e-03    8.22e-03      1.67e-02    1.03e-02    9.0e-05
 236000      1.04e-01    1.46e-01      5.26e-03    4.86e-03      1.08e-02    1.53e-02    9.0e-05
 236100      5.37e-02    1.64e-01      4.10e-03    3.52e-03      5.55e-03    1.72e-02    9.0e-05
 236200      8.84e-02    2.08e-01      5.57e-04    1.11e-03      9.29e-03    2.18e-02    9.0e-05
 236300      1.02e-01    1.12e-01      9.64e-03    9.90e-03      1.05e-02    1.15e-02    9.0e-05
 236400      7.57e-02    1.83e-01      9.04e-03    9.20e-03      7.62e-03    1.90e-02    9.0e-05
 236500      7.24e-02    5.39e-02      2.36e-03    2.18e-03      7.58e-03    5.64e-03    9.0e-05
 236600      1.12e-01    6.83e-02      8.12e-04    1.01e-03      1.18e-02    7.16e-03    9.0e-05
 236700      9.92e-02    7.45e-02      3.71e-04    4.65e-04      1.04e-02    7.83e-03    9.0e-05
 236800      5.39e-02    4.81e-02      1.05e-03    1.09e-03      5.66e-03    5.05e-03    9.0e-05
 236900      9.38e-02    7.04e-02      2.08e-03    2.01e-03      9.84e-03    7.37e-03    9.0e-05
 237000      8.28e-02    8.64e-02      4.35e-03    4.35e-03      8.63e-03    9.01e-03    9.0e-05
 237100      7.19e-02    7.84e-02      5.90e-03    5.77e-03      7.41e-03    8.11e-03    9.0e-05
 237200      8.81e-02    7.83e-02      4.30e-04    4.02e-04      9.25e-03    8.22e-03    9.0e-05
 237300      8.92e-02    9.99e-02      2.34e-04    3.92e-04      9.37e-03    1.05e-02    9.0e-05
 237400      9.05e-02    5.04e-02      2.35e-03    2.63e-03      9.47e-03    5.25e-03    9.0e-05
 237500      1.00e-01    1.47e-01      8.63e-03    8.65e-03      1.03e-02    1.53e-02    9.0e-05
 237600      1.54e-01    1.14e-01      1.23e-03    1.41e-03      1.62e-02    1.19e-02    9.0e-05
 237700      2.00e-01    1.01e-01      2.67e-03    3.02e-03      2.10e-02    1.05e-02    9.0e-05
 237800      3.74e-01    3.38e-02      2.16e-03    2.98e-03      3.92e-02    3.47e-03    9.0e-05
 237900      8.18e-02    1.95e-01      9.77e-04    1.60e-03      8.59e-03    2.04e-02    9.0e-05
 238000      7.26e-02    6.95e-02      3.44e-03    2.97e-03      7.58e-03    7.26e-03    9.0e-05
 238100      4.05e-02    5.28e-02      1.30e-04    1.50e-04      4.25e-03    5.55e-03    9.0e-05
 238200      8.27e-02    2.06e-01      3.78e-03    3.95e-03      8.64e-03    2.16e-02    9.0e-05
 238300      1.56e-01    7.29e-02      5.28e-03    5.79e-03      1.63e-02    7.53e-03    9.0e-05
 238400      1.31e-01    8.24e-02      1.85e-03    1.94e-03      1.38e-02    8.64e-03    9.0e-05
 238500      1.28e-01    1.16e-01      2.24e-03    2.70e-03      1.35e-02    1.22e-02    9.0e-05
 238600      5.95e-02    1.76e-01      9.03e-05    4.22e-04      6.25e-03    1.84e-02    9.0e-05
 238700      4.82e-02    9.39e-02      2.98e-03    2.59e-03      5.01e-03    9.84e-03    9.0e-05
 238800      8.16e-02    6.16e-02      2.85e-04    2.20e-04      8.57e-03    6.46e-03    9.0e-05
 238900      1.18e-01    6.74e-02      1.07e-03    1.16e-03      1.24e-02    7.08e-03    9.0e-05
 239000      8.84e-02    7.00e-02      7.18e-04    9.71e-04      9.28e-03    7.34e-03    9.0e-05
 239100      1.33e-01    9.61e-02      2.26e-04    4.32e-04      1.40e-02    1.01e-02    9.0e-05
 239200      2.41e-01    1.10e-01      9.84e-03    7.94e-03      2.52e-02    1.14e-02    9.0e-05
 239300      4.48e-02    3.23e-02      1.18e-03    1.22e-03      4.69e-03    3.38e-03    9.0e-05
 239400      6.76e-02    1.01e-01      1.22e-03    1.21e-03      7.09e-03    1.06e-02    9.0e-05
 239500      2.86e-02    3.91e-02      2.02e-03    2.03e-03      2.95e-03    4.07e-03    9.0e-05
 239600      6.87e-02    1.41e-01      1.96e-03    1.95e-03      7.20e-03    1.48e-02    9.0e-05
 239700      7.48e-02    6.29e-02      9.32e-04    9.19e-04      7.85e-03    6.60e-03    9.0e-05
 239800      1.05e-01    8.54e-02      2.32e-03    2.89e-03      1.10e-02    8.94e-03    9.0e-05
 239900      1.21e-01    7.55e-02      2.22e-03    2.06e-03      1.27e-02    7.91e-03    9.0e-05
 240000      1.05e-01    1.10e-01      7.04e-03    6.96e-03      1.11e-02    1.17e-02    8.5e-05
 240100      6.71e-02    1.03e-01      6.71e-04    7.16e-04      7.23e-03    1.11e-02    8.5e-05
 240200      5.88e-02    6.06e-02      1.06e-03    1.14e-03      6.33e-03    6.52e-03    8.5e-05
 240300      3.80e-02    1.65e-01      1.27e-03    9.97e-04      4.08e-03    1.78e-02    8.5e-05
 240400      9.01e-02    9.66e-02      3.03e-03    2.91e-03      9.67e-03    1.04e-02    8.5e-05
 240500      6.44e-02    6.80e-02      1.21e-03    1.19e-03      6.93e-03    7.31e-03    8.5e-05
 240600      6.48e-02    7.63e-02      9.74e-05    1.35e-04      6.98e-03    8.22e-03    8.5e-05
 240700      8.46e-02    2.03e-01      1.61e-03    1.67e-03      9.11e-03    2.18e-02    8.5e-05
 240800      9.01e-02    1.88e-01      3.15e-03    2.79e-03      9.66e-03    2.02e-02    8.5e-05
 240900      6.42e-02    4.71e-02      3.77e-04    2.87e-04      6.92e-03    5.07e-03    8.5e-05
 241000      1.00e-01    9.67e-02      1.21e-02    1.23e-02      1.03e-02    9.93e-03    8.5e-05
 241100      4.77e-02    4.66e-02      1.51e-03    1.51e-03      5.12e-03    5.00e-03    8.5e-05
 241200      4.30e-02    1.49e-01      2.05e-03    1.59e-03      4.60e-03    1.60e-02    8.5e-05
 241300      6.09e-02    3.72e-02      4.62e-03    4.70e-03      6.42e-03    3.82e-03    8.5e-05
 241400      5.57e-02    1.08e-01      5.90e-03    5.80e-03      5.81e-03    1.15e-02    8.5e-05
 241500      1.20e-01    1.75e-01      9.58e-04    8.83e-04      1.29e-02    1.88e-02    8.5e-05
 241600      4.20e-02    5.74e-02      1.14e-03    1.02e-03      4.51e-03    6.18e-03    8.5e-05
 241700      7.57e-02    7.91e-02      1.00e-02    1.01e-02      7.74e-03    8.13e-03    8.5e-05
 241800      9.77e-02    5.27e-02      1.21e-03    1.38e-03      1.05e-02    5.67e-03    8.5e-05
 241900      6.04e-02    7.42e-02      1.13e-03    1.12e-03      6.50e-03    7.99e-03    8.5e-05
 242000      7.07e-02    1.70e-01      4.58e-03    5.36e-03      7.51e-03    1.83e-02    8.5e-05
 242100      7.66e-02    8.37e-02      3.61e-04    4.34e-04      8.25e-03    9.01e-03    8.5e-05
 242200      7.90e-02    3.64e-02      1.66e-03    1.65e-03      8.50e-03    3.90e-03    8.5e-05
 242300      6.75e-02    6.63e-02      3.31e-03    3.21e-03      7.22e-03    7.09e-03    8.5e-05
 242400      1.23e-01    2.01e-01      5.55e-03    6.00e-03      1.32e-02    2.16e-02    8.5e-05
 242500      6.52e-02    1.57e-01      1.26e-03    1.73e-03      7.02e-03    1.69e-02    8.5e-05
 242600      4.61e-02    4.16e-02      1.27e-03    1.39e-03      4.96e-03    4.47e-03    8.5e-05
 242700      4.83e-02    6.38e-02      1.46e-03    1.32e-03      5.18e-03    6.86e-03    8.5e-05
 242800      1.03e-01    5.67e-02      3.23e-03    2.88e-03      1.11e-02    6.07e-03    8.5e-05
 242900      9.39e-02    1.34e-01      1.22e-04    5.01e-04      1.01e-02    1.44e-02    8.5e-05
 243000      7.28e-02    8.86e-02      2.78e-04    3.55e-04      7.84e-03    9.54e-03    8.5e-05
 243100      1.38e-01    6.06e-02      3.49e-03    4.33e-03      1.48e-02    6.43e-03    8.5e-05
 243200      6.95e-02    1.54e-01      1.41e-03    1.45e-03      7.47e-03    1.66e-02    8.5e-05
 243300      3.21e-02    4.72e-02      4.15e-04    4.24e-04      3.46e-03    5.09e-03    8.5e-05
 243400      1.16e-01    8.80e-02      2.42e-03    2.27e-03      1.25e-02    9.46e-03    8.5e-05
 243500      1.15e-01    7.31e-02      6.74e-03    6.04e-03      1.22e-02    7.73e-03    8.5e-05
 243600      8.22e-02    1.15e-01      3.60e-03    3.84e-03      8.81e-03    1.24e-02    8.5e-05
 243700      1.55e-01    1.72e-01      1.23e-03    1.48e-03      1.67e-02    1.85e-02    8.5e-05
 243800      4.63e-02    4.52e-02      6.25e-04    6.43e-04      4.98e-03    4.87e-03    8.5e-05
 243900      8.53e-02    1.54e-01      5.76e-04    5.39e-04      9.18e-03    1.66e-02    8.5e-05
 244000      1.39e-01    1.00e-01      6.04e-03    6.07e-03      1.49e-02    1.07e-02    8.5e-05
 244100      4.19e-02    1.72e-01      4.62e-03    4.32e-03      4.36e-03    1.84e-02    8.5e-05
 244200      7.09e-02    6.47e-02      9.07e-03    9.04e-03      7.28e-03    6.59e-03    8.5e-05
 244300      1.18e-01    5.85e-02      4.94e-04    2.73e-04      1.27e-02    6.30e-03    8.5e-05
 244400      7.08e-02    9.10e-02      3.59e-03    3.54e-03      7.57e-03    9.77e-03    8.5e-05
 244500      6.40e-02    9.38e-02      1.48e-03    1.53e-03      6.88e-03    1.01e-02    8.5e-05
 244600      9.21e-02    1.21e-01      3.00e-03    2.96e-03      9.89e-03    1.30e-02    8.5e-05
 244700      6.68e-02    6.67e-02      4.50e-04    5.67e-04      7.19e-03    7.18e-03    8.5e-05
 244800      5.29e-02    1.36e-01      2.33e-04    5.40e-04      5.69e-03    1.46e-02    8.5e-05
 244900      5.09e-02    9.64e-02      5.41e-03    5.18e-03      5.31e-03    1.03e-02    8.5e-05
 245000      1.30e-01    8.23e-02      1.44e-02    1.36e-02      1.36e-02    8.38e-03    8.1e-05
 245100      7.10e-02    4.28e-02      1.83e-04    2.48e-04      7.84e-03    4.73e-03    8.1e-05
 245200      6.66e-02    4.95e-02      9.96e-04    1.09e-03      7.35e-03    5.47e-03    8.1e-05
 245300      6.27e-02    6.56e-02      3.54e-03    3.40e-03      6.86e-03    7.19e-03    8.1e-05
 245400      7.69e-02    1.59e-01      5.67e-04    1.18e-03      8.49e-03    1.75e-02    8.1e-05
 245500      6.00e-02    7.15e-02      1.20e-04    1.93e-04      6.63e-03    7.89e-03    8.1e-05
 245600      1.49e-01    5.63e-02      3.89e-04    3.90e-04      1.64e-02    6.22e-03    8.1e-05
 245700      6.76e-02    1.52e-01      5.06e-04    7.55e-04      7.47e-03    1.68e-02    8.1e-05
 245800      9.09e-02    5.43e-02      3.06e-03    3.33e-03      9.99e-03    5.94e-03    8.1e-05
 245900      1.07e-01    8.78e-02      2.65e-03    2.91e-03      1.18e-02    9.67e-03    8.1e-05
 246000      7.40e-02    1.01e-01      1.07e-03    9.86e-04      8.17e-03    1.11e-02    8.1e-05
 246100      6.18e-02    3.68e-02      6.07e-03    5.96e-03      6.57e-03    3.75e-03    8.1e-05
 246200      5.86e-02    4.27e-02      4.76e-04    4.62e-04      6.47e-03    4.72e-03    8.1e-05
 246300      9.21e-02    6.70e-02      1.33e-03    1.41e-03      1.02e-02    7.39e-03    8.1e-05
 246400      1.10e-01    1.44e-01      1.81e-03    2.02e-03      1.21e-02    1.59e-02    8.1e-05
 246500      6.84e-02    3.36e-02      3.33e-04    3.98e-04      7.55e-03    3.71e-03    8.1e-05
 246600      7.14e-02    4.64e-02      8.14e-04    8.02e-04      7.88e-03    5.12e-03    8.1e-05
 246700      9.30e-02    3.64e-02      1.33e-03    1.36e-03      1.03e-02    4.01e-03    8.1e-05
 246800      9.51e-02    1.05e-01      4.31e-03    4.31e-03      1.04e-02    1.16e-02    8.1e-05
 246900      6.99e-02    7.01e-02      4.26e-03    4.24e-03      7.64e-03    7.67e-03    8.1e-05
 247000      1.06e-01    1.21e-01      2.57e-03    2.31e-03      1.16e-02    1.34e-02    8.1e-05
 247100      4.99e-02    5.96e-02      1.00e-04    1.33e-04      5.51e-03    6.59e-03    8.1e-05
 247200      6.12e-02    4.34e-02      1.78e-03    1.79e-03      6.73e-03    4.78e-03    8.1e-05
 247300      1.30e-01    1.24e-01      3.18e-04    5.92e-04      1.44e-02    1.37e-02    8.1e-05
 247400      1.27e-01    7.45e-02      1.73e-03    2.07e-03      1.40e-02    8.22e-03    8.1e-05
 247500      4.31e-02    4.82e-02      8.11e-04    8.21e-04      4.76e-03    5.32e-03    8.1e-05
 247600      4.29e-02    4.99e-02      8.10e-04    8.07e-04      4.74e-03    5.50e-03    8.1e-05
 247700      8.40e-02    5.90e-02      7.51e-04    5.30e-04      9.28e-03    6.52e-03    8.1e-05
 247800      8.13e-02    1.50e-01      3.77e-03    3.90e-03      8.93e-03    1.66e-02    8.1e-05
 247900      3.94e-02    3.38e-02      1.89e-03    1.87e-03      4.32e-03    3.70e-03    8.1e-05
 248000      1.00e-01    5.12e-02      1.18e-03    1.23e-03      1.11e-02    5.65e-03    8.1e-05
 248100      8.67e-02    7.28e-02      5.31e-04    2.51e-04      9.57e-03    8.04e-03    8.1e-05
 248200      7.51e-02    7.12e-02      8.55e-03    8.49e-03      7.98e-03    7.55e-03    8.1e-05
 248300      4.04e-01    1.32e-01      3.48e-03    1.42e-03      4.47e-02    1.46e-02    8.1e-05
 248400      6.98e-02    6.43e-02      4.03e-03    3.91e-03      7.63e-03    7.03e-03    8.1e-05
 248500      5.52e-02    1.20e-01      3.91e-03    3.82e-03      6.00e-03    1.32e-02    8.1e-05
 248600      1.55e-01    1.35e-01      2.07e-03    1.96e-03      1.72e-02    1.49e-02    8.1e-05
 248700      8.37e-02    1.04e-01      1.30e-03    1.50e-03      9.24e-03    1.15e-02    8.1e-05
 248800      4.30e-02    5.22e-02      1.42e-03    1.44e-03      4.74e-03    5.75e-03    8.1e-05
 248900      4.12e-02    5.20e-02      3.75e-04    3.97e-04      4.55e-03    5.74e-03    8.1e-05
 249000      4.57e-02    4.88e-02      6.21e-05    1.07e-04      5.05e-03    5.39e-03    8.1e-05
 249100      1.72e-01    1.79e-01      1.17e-03    6.61e-04      1.90e-02    1.98e-02    8.1e-05
 249200      1.23e-01    1.86e-01      7.38e-04    5.69e-04      1.36e-02    2.05e-02    8.1e-05
 249300      6.59e-02    6.44e-02      7.49e-04    6.70e-04      7.27e-03    7.11e-03    8.1e-05
 249400      9.64e-02    6.06e-02      1.44e-03    1.10e-03      1.06e-02    6.69e-03    8.1e-05
 249500      1.18e-01    3.76e-02      8.29e-04    5.93e-04      1.31e-02    4.15e-03    8.1e-05
 249600      1.05e-01    5.51e-02      2.76e-03    2.71e-03      1.16e-02    6.05e-03    8.1e-05
 249700      6.26e-02    5.88e-02      1.89e-03    1.87e-03      6.89e-03    6.48e-03    8.1e-05
 249800      8.96e-02    5.36e-02      1.16e-03    8.17e-04      9.89e-03    5.92e-03    8.1e-05
 249900      5.71e-02    1.57e-01      1.53e-03    2.42e-03      6.29e-03    1.73e-02    8.1e-05
 250000      1.34e-01    9.93e-02      3.40e-03    3.04e-03      1.52e-02    1.12e-02    7.7e-05
 250100      9.79e-02    5.43e-02      2.36e-03    1.82e-03      1.11e-02    6.13e-03    7.7e-05
 250200      4.01e-02    4.37e-02      3.60e-04    2.64e-04      4.54e-03    4.95e-03    7.7e-05
 250300      1.20e-01    7.54e-02      3.81e-03    3.51e-03      1.35e-02    8.49e-03    7.7e-05
 250400      7.59e-02    4.22e-02      4.22e-03    4.06e-03      8.46e-03    4.66e-03    7.7e-05
 250500      1.88e-01    5.00e-02      2.35e-03    2.58e-03      2.13e-02    5.62e-03    7.7e-05
 250600      4.74e-02    2.85e-02      1.79e-03    1.81e-03      5.33e-03    3.19e-03    7.7e-05
 250700      8.08e-02    7.67e-02      2.88e-03    2.63e-03      9.12e-03    8.66e-03    7.7e-05
 250800      1.63e-01    3.60e-02      1.52e-03    2.13e-03      1.85e-02    4.03e-03    7.7e-05
 250900      8.20e-02    7.15e-02      8.81e-03    8.61e-03      8.97e-03    7.77e-03    7.7e-05
 251000      3.99e-02    3.35e-02      1.74e-03    1.83e-03      4.49e-03    3.77e-03    7.7e-05
 251100      5.85e-02    4.90e-02      1.93e-04    9.52e-05      6.62e-03    5.55e-03    7.7e-05
 251200      6.93e-02    4.62e-02      1.77e-03    1.69e-03      7.84e-03    5.21e-03    7.7e-05
 251300      8.34e-02    1.92e-01      5.15e-03    4.13e-03      9.31e-03    2.17e-02    7.7e-05
 251400      8.24e-02    4.30e-02      2.34e-03    2.52e-03      9.30e-03    4.82e-03    7.7e-05
 251500      4.94e-02    8.28e-02      3.78e-04    3.70e-04      5.59e-03    9.38e-03    7.7e-05
 251600      1.46e-01    8.74e-02      2.33e-03    2.37e-03      1.66e-02    9.88e-03    7.7e-05
 251700      3.67e-02    1.66e-01      2.87e-03    2.96e-03      4.09e-03    1.88e-02    7.7e-05
 251800      6.46e-02    1.64e-01      1.31e-03    1.16e-03      7.31e-03    1.86e-02    7.7e-05
 251900      6.32e-02    5.36e-02      1.50e-03    1.59e-03      7.14e-03    6.06e-03    7.7e-05
 252000      6.71e-02    5.00e-02      8.25e-04    9.02e-04      7.60e-03    5.66e-03    7.7e-05
 252100      6.50e-02    5.64e-02      1.33e-03    1.40e-03      7.35e-03    6.38e-03    7.7e-05
 252200      5.50e-02    5.68e-02      1.23e-03    1.21e-03      6.23e-03    6.43e-03    7.7e-05
 252300      3.96e-02    4.52e-02      1.04e-03    1.14e-03      4.48e-03    5.12e-03    7.7e-05
 252400      4.25e-02    4.05e-02      5.75e-04    5.62e-04      4.81e-03    4.59e-03    7.7e-05
 252500      7.72e-02    4.40e-02      7.62e-04    8.68e-04      8.74e-03    4.98e-03    7.7e-05
 252600      1.25e-01    1.38e-01      2.95e-03    2.80e-03      1.42e-02    1.56e-02    7.7e-05
 252700      8.06e-02    4.09e-02      8.31e-04    1.95e-04      9.13e-03    4.63e-03    7.7e-05
 252800      8.31e-02    5.93e-02      2.95e-03    3.05e-03      9.38e-03    6.67e-03    7.7e-05
 252900      7.20e-02    4.20e-02      2.72e-04    1.46e-04      8.16e-03    4.76e-03    7.7e-05
 253000      6.58e-02    3.85e-02      6.93e-04    5.72e-04      7.45e-03    4.35e-03    7.7e-05
 253100      8.65e-02    6.71e-02      1.39e-03    1.49e-03      9.79e-03    7.59e-03    7.7e-05
 253200      7.66e-02    5.73e-02      8.81e-04    8.76e-04      8.68e-03    6.49e-03    7.7e-05
 253300      1.41e-01    1.57e-01      1.11e-02    1.08e-02      1.56e-02    1.75e-02    7.7e-05
 253400      8.58e-02    7.24e-02      8.15e-03    8.81e-03      9.46e-03    7.86e-03    7.7e-05
 253500      6.96e-02    4.93e-02      4.29e-03    4.22e-03      7.80e-03    5.47e-03    7.7e-05
 253600      9.05e-02    8.68e-02      3.27e-03    3.19e-03      1.02e-02    9.80e-03    7.7e-05
 253700      8.69e-02    5.51e-02      6.12e-04    4.76e-04      9.84e-03    6.24e-03    7.7e-05
 253800      7.83e-02    7.01e-02      1.93e-04    2.40e-04      8.87e-03    7.95e-03    7.7e-05
