#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
  12600      9.74e+00    8.95e+00      9.08e-02    9.55e-02      3.24e-01    2.98e-01    9.0e-04
  12700      6.71e+00    9.26e+00      2.15e-01    2.14e-01      2.23e-01    3.08e-01    9.0e-04
  12800      2.08e+00    4.11e+00      1.08e-02    1.19e-02      6.93e-02    1.37e-01    9.0e-04
  12900      3.58e+00    4.15e+00      1.46e-01    1.51e-01      1.19e-01    1.38e-01    9.0e-04
  13000      3.38e+00    3.05e+00      2.45e-02    2.56e-02      1.13e-01    1.02e-01    9.0e-04
  13100      5.94e+00    4.24e+00      1.01e-01    9.79e-02      1.98e-01    1.41e-01    9.0e-04
  13200      5.68e+00    4.86e+00      2.82e-02    3.02e-02      1.89e-01    1.62e-01    9.0e-04
  13300      2.61e+00    3.61e+00      3.42e-02    3.53e-02      8.69e-02    1.20e-01    9.0e-04
  13400      4.43e+00    4.47e+00      1.85e-02    1.94e-02      1.47e-01    1.49e-01    9.0e-04
  13500      7.04e+00    7.37e+00      6.21e-02    5.70e-02      2.34e-01    2.45e-01    9.0e-04
  13600      4.14e+00    3.79e+00      6.43e-02    6.36e-02      1.38e-01    1.26e-01    9.0e-04
  13700      3.46e+00    2.96e+00      1.94e-02    2.03e-02      1.15e-01    9.86e-02    9.0e-04
  13800      4.82e+00    4.22e+00      6.49e-02    6.54e-02      1.60e-01    1.40e-01    9.0e-04
  13900      4.57e+00    1.86e+00      5.39e-03    4.74e-03      1.52e-01    6.20e-02    9.0e-04
  14000      4.47e+00    4.29e+00      1.77e-01    1.79e-01      1.49e-01    1.43e-01    9.0e-04
  14100      7.49e+00    2.97e+00      2.43e-02    2.22e-02      2.49e-01    9.88e-02    9.0e-04
  14200      4.15e+00    5.46e+00      2.89e-02    2.84e-02      1.38e-01    1.82e-01    9.0e-04
  14300      7.02e+00    3.92e+00      5.41e-02    5.14e-02      2.34e-01    1.30e-01    9.0e-04
  14400      2.87e+00    2.60e+00      5.58e-02    5.64e-02      9.55e-02    8.66e-02    9.0e-04
  14500      3.73e+00    4.20e+00      8.28e-03    1.14e-02      1.24e-01    1.40e-01    9.0e-04
  14600      2.14e+00    1.90e+00      1.18e-01    1.19e-01      7.11e-02    6.32e-02    9.0e-04
  14700      2.76e+00    2.50e+00      1.05e-02    1.03e-02      9.20e-02    8.31e-02    9.0e-04
  14800      2.70e+00    4.21e+00      2.36e-02    2.24e-02      9.00e-02    1.40e-01    9.0e-04
  14900      3.91e+00    4.06e+00      3.10e-02    3.13e-02      1.30e-01    1.35e-01    9.0e-04
  15000      2.71e+00    2.46e+00      9.47e-02    9.44e-02      9.25e-02    8.40e-02    8.6e-04
  15100      4.73e+00    4.33e+00      8.11e-03    1.35e-02      1.62e-01    1.48e-01    8.6e-04
  15200      3.16e+00    4.12e+00      5.68e-02    5.37e-02      1.08e-01    1.41e-01    8.6e-04
  15300      3.87e+00    2.98e+00      3.48e-02    3.43e-02      1.32e-01    1.02e-01    8.6e-04
  15400      2.81e+00    1.70e+00      9.67e-03    1.26e-02      9.59e-02    5.80e-02    8.6e-04
  15500      2.77e+00    2.52e+00      1.60e-01    1.64e-01      9.45e-02    8.59e-02    8.6e-04
  15600      5.16e+00    4.50e+00      6.06e-02    5.78e-02      1.76e-01    1.54e-01    8.6e-04
  15700      2.43e+00    1.96e+00      4.24e-02    4.47e-02      8.30e-02    6.68e-02    8.6e-04
  15800      3.30e+00    6.09e+00      5.07e-02    5.68e-02      1.13e-01    2.08e-01    8.6e-04
  15900      2.40e+00    4.00e+00      4.51e-02    4.32e-02      8.18e-02    1.37e-01    8.6e-04
  16000      3.47e+00    2.55e+00      2.22e-02    2.17e-02      1.19e-01    8.69e-02    8.6e-04
  16100      2.70e+00    1.68e+00      1.14e-01    1.13e-01      9.21e-02    5.74e-02    8.6e-04
  16200      2.72e+00    3.02e+00      1.39e-02    1.88e-02      9.29e-02    1.03e-01    8.6e-04
  16300      2.93e+00    5.40e+00      5.58e-02    5.48e-02      1.00e-01    1.84e-01    8.6e-04
  16400      3.03e+00    2.86e+00      2.78e-02    2.53e-02      1.04e-01    9.77e-02    8.6e-04
  16500      4.32e+00    3.41e+00      2.57e-02    2.88e-02      1.47e-01    1.16e-01    8.6e-04
  16600      2.92e+00    2.45e+00      2.57e-03    1.80e-03      9.97e-02    8.38e-02    8.6e-04
  16700      2.34e+00    1.91e+00      8.19e-02    8.35e-02      8.00e-02    6.51e-02    8.6e-04
  16800      3.38e+00    2.97e+00      5.31e-03    5.82e-03      1.15e-01    1.01e-01    8.6e-04
  16900      2.84e+00    2.39e+00      7.66e-02    7.77e-02      9.68e-02    8.15e-02    8.6e-04
  17000      3.36e+00    2.83e+00      3.55e-02    3.52e-02      1.15e-01    9.66e-02    8.6e-04
  17100      1.97e+00    5.52e+00      3.42e-02    3.26e-02      6.72e-02    1.89e-01    8.6e-04
  17200      1.67e+00    1.41e+00      1.36e-01    1.37e-01      5.68e-02    4.79e-02    8.6e-04
  17300      2.61e+00    2.80e+00      6.00e-02    6.08e-02      8.91e-02    9.56e-02    8.6e-04
  17400      3.69e+00    2.11e+00      5.84e-02    6.08e-02      1.26e-01    7.22e-02    8.6e-04
  17500      2.65e+00    4.60e+00      1.67e-02    1.74e-02      9.06e-02    1.57e-01    8.6e-04
  17600      6.20e+00    2.66e+00      2.33e-01    2.45e-01      2.12e-01    9.04e-02    8.6e-04
  17700      2.06e+00    2.11e+00      2.18e-02    2.26e-02      7.02e-02    7.21e-02    8.6e-04
  17800      2.27e+00    4.45e+00      2.75e-02    2.98e-02      7.74e-02    1.52e-01    8.6e-04
  17900      1.42e+00    4.84e+00      3.11e-03    9.45e-03      4.83e-02    1.65e-01    8.6e-04
  18000      2.26e+00    1.54e+00      1.91e-01    1.93e-01      7.68e-02    5.22e-02    8.6e-04
  18100      2.23e+00    1.46e+00      6.64e-02    6.71e-02      7.61e-02    4.98e-02    8.6e-04
  18200      2.17e+00    5.04e+00      3.48e-02    2.84e-02      7.40e-02    1.72e-01    8.6e-04
  18300      3.02e+00    4.60e+00      1.16e-01    1.14e-01      1.03e-01    1.57e-01    8.6e-04
  18400      1.63e+00    2.78e+00      5.78e-02    5.88e-02      5.56e-02    9.49e-02    8.6e-04
  18500      3.04e+00    2.64e+00      1.51e-02    1.36e-02      1.04e-01    9.00e-02    8.6e-04
  18600      3.31e+00    5.22e+00      2.22e-02    2.26e-02      1.13e-01    1.78e-01    8.6e-04
  18700      2.57e+00    2.65e+00      9.89e-02    9.36e-02      8.78e-02    9.04e-02    8.6e-04
  18800      2.92e+00    2.94e+00      1.37e-01    1.39e-01      9.95e-02    1.00e-01    8.6e-04
  18900      1.86e+00    1.98e+00      3.87e-02    3.67e-02      6.36e-02    6.76e-02    8.6e-04
  19000      2.58e+00    2.92e+00      6.25e-02    6.02e-02      8.80e-02    9.98e-02    8.6e-04
  19100      3.25e+00    2.16e+00      2.28e-02    2.17e-02      1.11e-01    7.36e-02    8.6e-04
  19200      2.51e+00    4.59e+00      5.55e-02    5.53e-02      8.57e-02    1.57e-01    8.6e-04
  19300      4.18e+00    1.38e+00      1.14e-02    1.21e-02      1.43e-01    4.72e-02    8.6e-04
  19400      3.04e+00    2.53e+00      7.60e-03    8.40e-03      1.04e-01    8.62e-02    8.6e-04
  19500      2.37e+00    2.45e+00      8.13e-03    8.72e-03      8.09e-02    8.36e-02    8.6e-04
  19600      4.00e+00    2.02e+00      5.82e-02    5.68e-02      1.37e-01    6.89e-02    8.6e-04
  19700      1.19e+00    1.46e+00      1.27e-01    1.27e-01      4.06e-02    4.98e-02    8.6e-04
  19800      1.57e+00    1.77e+00      6.36e-03    5.83e-03      5.36e-02    6.03e-02    8.6e-04
  19900      1.93e+00    4.06e+00      1.31e-03    8.09e-03      6.58e-02    1.39e-01    8.6e-04
  20000      2.85e+00    2.20e+00      1.47e-02    1.48e-02      9.97e-02    7.71e-02    8.1e-04
  20100      3.16e+00    1.85e+00      1.46e-02    1.42e-02      1.11e-01    6.49e-02    8.1e-04
  20200      1.77e+00    2.55e+00      3.19e-02    3.21e-02      6.22e-02    8.92e-02    8.1e-04
  20300      4.01e+00    5.68e+00      7.60e-02    6.70e-02      1.41e-01    1.99e-01    8.1e-04
  20400      1.93e+00    1.75e+00      2.50e-02    2.44e-02      6.75e-02    6.12e-02    8.1e-04
  20500      1.15e+00    8.62e-01      5.61e-02    5.58e-02      4.01e-02    3.01e-02    8.1e-04
  20600      2.01e+00    2.20e+00      2.41e-02    2.20e-02      7.04e-02    7.72e-02    8.1e-04
  20700      1.91e+00    3.74e+00      6.07e-02    6.42e-02      6.68e-02    1.31e-01    8.1e-04
  20800      3.81e+00    2.93e+00      1.56e-01    1.60e-01      1.33e-01    1.03e-01    8.1e-04
  20900      1.87e+00    1.44e+00      7.51e-02    7.58e-02      6.56e-02    5.03e-02    8.1e-04
  21000      2.28e+00    2.50e+00      5.92e-02    5.86e-02      7.97e-02    8.75e-02    8.1e-04
  21100      3.73e+00    2.41e+00      1.77e-02    1.56e-02      1.31e-01    8.43e-02    8.1e-04
  21200      2.73e+00    2.71e+00      1.38e-01    1.38e-01      9.54e-02    9.47e-02    8.1e-04
  21300      2.03e+00    1.73e+00      1.61e-02    1.69e-02      7.12e-02    6.05e-02    8.1e-04
  21400      2.77e+00    2.49e+00      5.03e-02    5.09e-02      9.72e-02    8.73e-02    8.1e-04
  21500      2.83e+00    1.60e+00      1.96e-02    1.85e-02      9.92e-02    5.60e-02    8.1e-04
  21600      1.41e+00    1.69e+00      1.48e-02    1.41e-02      4.95e-02    5.93e-02    8.1e-04
  21700      2.14e+00    2.37e+00      1.01e-01    1.01e-01      7.50e-02    8.31e-02    8.1e-04
  21800      1.90e+00    2.15e+00      6.24e-02    6.36e-02      6.66e-02    7.54e-02    8.1e-04
  21900      2.52e+00    3.56e+00      2.19e-02    2.82e-02      8.84e-02    1.25e-01    8.1e-04
  22000      2.61e+00    2.26e+00      1.22e-01    1.23e-01      9.12e-02    7.90e-02    8.1e-04
  22100      1.99e+00    2.70e+00      5.22e-02    5.34e-02      6.96e-02    9.46e-02    8.1e-04
  22200      2.34e+00    1.48e+00      4.72e-02    4.63e-02      8.21e-02    5.19e-02    8.1e-04
  22300      2.42e+00    1.24e+00      4.64e-02    5.08e-02      8.47e-02    4.32e-02    8.1e-04
  22400      1.55e+00    4.36e+00      6.49e-02    7.05e-02      5.42e-02    1.53e-01    8.1e-04
  22500      1.63e+00    1.55e+00      8.49e-02    8.54e-02      5.69e-02    5.41e-02    8.1e-04
  22600      1.47e+00    1.25e+00      3.71e-02    3.72e-02      5.13e-02    4.39e-02    8.1e-04
  22700      1.53e+00    1.87e+00      1.18e-02    1.35e-02      5.35e-02    6.57e-02    8.1e-04
  22800      1.39e+00    2.05e+00      1.80e-01    1.80e-01      4.81e-02    7.15e-02    8.1e-04
  22900      1.67e+00    2.04e+00      1.66e-02    1.59e-02      5.86e-02    7.16e-02    8.1e-04
  23000      1.11e+00    1.45e+00      4.32e-02    4.30e-02      3.89e-02    5.07e-02    8.1e-04
  23100      1.37e+00    1.53e+00      1.18e-01    1.18e-01      4.77e-02    5.35e-02    8.1e-04
  23200      2.82e+00    2.37e+00      7.51e-02    7.99e-02      9.89e-02    8.28e-02    8.1e-04
  23300      2.20e+00    2.38e+00      9.69e-02    9.80e-02      7.70e-02    8.34e-02    8.1e-04
  23400      2.18e+00    2.86e+00      1.80e-02    1.66e-02      7.63e-02    1.00e-01    8.1e-04
  23500      1.39e+00    9.44e-01      1.94e-02    1.62e-02      4.88e-02    3.31e-02    8.1e-04
  23600      2.72e+00    2.47e+00      2.87e-02    3.00e-02      9.52e-02    8.64e-02    8.1e-04
  23700      2.22e+00    2.26e+00      1.97e-01    1.96e-01      7.72e-02    7.87e-02    8.1e-04
  23800      3.49e+00    1.90e+00      4.94e-02    5.22e-02      1.22e-01    6.64e-02    8.1e-04
  23900      2.57e+00    2.09e+00      2.71e-02    3.14e-02      9.00e-02    7.31e-02    8.1e-04
  24000      1.45e+00    6.33e-01      2.96e-02    3.07e-02      5.09e-02    2.21e-02    8.1e-04
  24100      3.87e+00    3.66e+00      5.94e-02    5.90e-02      1.36e-01    1.28e-01    8.1e-04
  24200      1.79e+00    3.75e+00      5.31e-02    5.29e-02      6.25e-02    1.31e-01    8.1e-04
  24300      2.48e+00    4.22e+00      2.72e-02    1.99e-02      8.68e-02    1.48e-01    8.1e-04
  24400      7.39e-01    1.18e+00      6.23e-03    6.51e-03      2.59e-02    4.12e-02    8.1e-04
  24500      1.94e+00    2.00e+00      2.91e-03    3.54e-03      6.79e-02    7.01e-02    8.1e-04
  24600      2.33e+00    2.01e+00      1.68e-01    1.69e-01      8.14e-02    7.01e-02    8.1e-04
  24700      2.82e+00    3.03e+00      3.64e-02    3.32e-02      9.89e-02    1.06e-01    8.1e-04
  24800      2.84e+00    3.62e+00      6.48e-02    7.51e-02      9.93e-02    1.27e-01    8.1e-04
  24900      2.43e+00    3.10e+00      9.62e-02    9.82e-02      8.52e-02    1.09e-01    8.1e-04
  25000      2.64e+00    2.59e+00      4.70e-03    1.03e-02      9.49e-02    9.31e-02    7.7e-04
  25100      1.90e+00    2.08e+00      5.78e-02    5.99e-02      6.84e-02    7.49e-02    7.7e-04
  25200      1.16e+00    1.13e+00      5.87e-02    5.84e-02      4.17e-02    4.07e-02    7.7e-04
  25300      1.53e+00    3.62e+00      4.65e-02    4.35e-02      5.49e-02    1.30e-01    7.7e-04
  25400      5.30e+00    2.12e+00      1.92e-02    1.78e-02      1.90e-01    7.62e-02    7.7e-04
  25500      2.25e+00    1.07e+00      2.96e-02    3.68e-02      8.08e-02    3.86e-02    7.7e-04
  25600      2.36e+00    1.69e+00      3.06e-02    2.79e-02      8.50e-02    6.09e-02    7.7e-04
  25700      1.53e+00    1.29e+00      5.51e-02    5.66e-02      5.50e-02    4.64e-02    7.7e-04
  25800      2.29e+00    3.82e+00      8.23e-02    7.72e-02      8.23e-02    1.37e-01    7.7e-04
  25900      1.53e+00    1.40e+00      6.77e-02    6.81e-02      5.50e-02    5.03e-02    7.7e-04
  26000      1.54e+00    1.96e+00      5.73e-02    5.72e-02      5.54e-02    7.04e-02    7.7e-04
